t_s,n_m,e_m,alt_m,yaw_deg
0.002185499994084239,-0.001,-0.002,-0.248,0.12
0.20418739994056523,-0.001,-0.002,-0.248,0.12
0.3058784999884665,-0.001,-0.002,-0.248,0.12
0.4071482999715954,-0.001,-0.002,-0.248,0.12
0.5087232999503613,-0.001,-0.002,-0.248,0.12
0.6092233001254499,-0.001,-0.002,-0.248,0.12
0.8102092000190169,-0.001,-0.002,-0.247,0.12
0.9109877999871969,-0.002,-0.003,-0.236,0.1
1.0135606999974698,-0.002,-0.006,-0.219,0.1
1.1154203000478446,-0.002,-0.01,-0.199,0.11
1.223776200087741,-0.002,-0.016,-0.17,0.12
1.3384551999624819,-0.003,-0.023,-0.137,0.13
1.45426440006122,-0.003,-0.028,-0.111,0.14
1.5696080001071095,-0.003,-0.033,-0.083,0.14
1.6831334000453353,-0.003,-0.04,-0.043,0.14
1.798869299935177,-0.003,-0.045,-0.011,0.13
1.9108525000046939,-0.003,-0.05,0.023,0.13
2.1124533000402153,-0.003,-0.057,0.07,0.12
2.231303700013086,-0.003,-0.064,0.121,0.11
2.343585800146684,-0.003,-0.069,0.161,0.13
2.4455518000759184,-0.003,-0.076,0.217,0.15
2.54720770008862,-0.004,-0.081,0.261,0.16
2.6494605999905616,-0.004,-0.088,0.322,0.18
2.7624445999972522,-0.003,-0.095,0.386,0.19
2.879640799947083,-0.003,-0.1,0.436,0.18
2.992977200075984,-0.003,-0.106,0.505,0.18
3.1114529999904335,-0.003,-0.111,0.559,0.18
3.223107600118965,-0.003,-0.115,0.614,0.19
3.424721400020644,-0.003,-0.121,0.691,0.19
3.526039300020784,-0.003,-0.126,0.75,0.2
3.6420373001601547,-0.003,-0.131,0.831,0.2
3.7553380001336336,-0.003,-0.136,0.894,0.19
3.8674994001630694,-0.003,-0.141,0.98,0.17
3.9810870001092553,-0.003,-0.145,1.047,0.16
4.084130899980664,-0.002,-0.149,1.115,0.16
4.18886430002749,-0.002,-0.154,1.208,0.17
4.392584000015631,-0.002,-0.159,1.304,0.19
4.493277700152248,-0.002,-0.164,1.402,0.22
4.59897410008125,-0.002,-0.168,1.477,0.24
4.703719400102273,-0.002,-0.173,1.58,0.23
4.805457000155002,-0.002,-0.176,1.659,0.22
4.9210683000274,-0.002,-0.18,1.739,0.19
5.0360268000513315,-0.002,-0.183,1.821,0.18
5.151796600082889,-0.002,-0.186,1.904,0.18
5.266654700040817,-0.002,-0.19,1.989,0.19
5.46837060013786,-0.002,-0.194,2.104,0.2
5.569063600152731,-0.002,-0.197,2.192,0.2
5.669950400013477,-0.002,-0.2,2.281,0.2
5.783458100166172,-0.002,-0.204,2.403,0.21
5.898526000091806,-0.002,-0.207,2.496,0.22
6.012936700135469,-0.002,-0.21,2.59,0.22
6.1285483001265675,-0.002,-0.213,2.718,0.21
6.242380999960005,-0.002,-0.217,2.849,0.2
6.343051700154319,-0.002,-0.22,2.948,0.21
6.447331600124016,-0.002,-0.222,3.05,0.21
6.651997199980542,-0.002,-0.226,3.187,0.25
6.755469599971548,-0.001,-0.229,3.326,0.26
6.857173199998215,-0.001,-0.232,3.468,0.26
6.972580200061202,-0.001,-0.235,3.613,0.24
7.087851800024509,-0.001,-0.238,3.761,0.23
7.201589399948716,-0.001,-0.241,3.911,0.22
7.316519899992272,-0.001,-0.244,4.063,0.21
7.428943700157106,-0.001,-0.248,4.258,0.21
7.541550799971446,-0.001,-0.251,4.416,0.21
7.6550547000952065,-0.001,-0.253,4.577,0.22
7.856344599975273,-0.001,-0.256,4.74,0.23
7.971322000026703,-0.0,-0.258,4.907,0.25
8.085283500142395,-0.0,-0.261,5.075,0.26
8.18618810013868,-0.0,-0.263,5.247,0.26
8.287860800046474,-0.0,-0.265,5.421,0.26
8.390706600155681,0.0,-0.268,5.597,0.24
8.596489900024608,0.0,-0.27,5.776,0.23
8.705180400051177,0.0,-0.272,5.958,0.22
8.806023800047114,0.0,-0.274,6.142,0.2
8.906970200128853,0.001,-0.276,6.329,0.2
9.007400400005281,0.001,-0.278,6.518,0.2
9.211171000031754,0.001,-0.28,6.71,0.21
9.311926800059155,0.001,-0.282,6.905,0.23
9.415409200126305,0.001,-0.284,7.102,0.25
9.51824350003153,0.002,-0.285,7.302,0.27
9.619400300085545,0.002,-0.287,7.504,0.28
9.72247810009867,0.002,-0.288,7.709,0.29
9.835897900164127,0.002,-0.29,7.916,0.28
10.036932199960575,0.002,-0.291,8.126,0.27
10.137473700102419,0.002,-0.293,8.339,0.26
10.238270299974829,0.002,-0.294,8.554,0.24
10.339071800000966,0.002,-0.295,8.717,0.25
10.541518300073221,0.003,-0.297,8.937,0.25
10.644098200136796,0.003,-0.298,9.159,0.27
10.746867100009695,0.003,-0.299,9.328,0.3
10.847921499982476,0.003,-0.3,9.555,0.33
10.961183400126174,0.003,-0.302,9.784,0.34
11.163065300090238,0.003,-0.303,10.016,0.33
11.263645099941641,0.004,-0.304,10.251,0.32
11.365428700111806,0.004,-0.305,10.488,0.31
11.465909300139174,0.004,-0.306,10.728,0.29
11.566638899967074,0.004,-0.308,10.97,0.28
11.767579999985173,0.005,-0.309,11.215,0.27
11.86808990011923,0.005,-0.31,11.462,0.26
11.968952600145712,0.005,-0.311,11.712,0.24
12.072822900023311,0.005,-0.312,11.965,0.24
12.173918700078502,0.006,-0.313,12.22,0.25
12.286703899968415,0.006,-0.314,12.478,0.26
12.488168000010774,0.006,-0.315,12.739,0.28
12.589075100142509,0.007,-0.316,13.002,0.28
12.689760799985379,0.007,-0.316,13.267,0.27
12.790834400104359,0.007,-0.317,13.536,0.26
12.891495099989697,0.008,-0.318,13.806,0.25
12.99230880010873,0.008,-0.319,14.011,0.27
13.195430400082842,0.008,-0.319,14.287,0.28
13.296483900165185,0.009,-0.32,14.563,0.83
13.398800800088793,0.009,-0.321,14.841,4.76
13.503947100136429,0.01,-0.322,15.118,11.7
13.604332600021735,0.012,-0.323,15.394,20.36
13.705160000128672,0.013,-0.324,15.668,29.49
13.808695200132206,0.015,-0.325,15.94,37.48
13.92355339997448,0.017,-0.326,16.211,43.12
14.12508220016025,0.019,-0.326,16.48,46.45
14.2257205999922,0.02,-0.326,16.748,48.19
14.326449000043795,0.021,-0.325,17.017,48.7
14.427336900029331,0.022,-0.323,17.29,47.69
14.540813199942932,0.026,-0.319,17.564,46.05
14.742191400146112,0.032,-0.312,17.84,44.53
14.842990100150928,0.04,-0.304,18.048,43.85
14.944267800077796,0.051,-0.293,18.257,43.62
15.05940550006926,0.065,-0.279,18.467,43.88
15.170612700050697,0.082,-0.262,18.677,44.41
15.37154130009003,0.109,-0.236,18.958,45.0
15.472493899986148,0.14,-0.205,19.24,45.29
15.574275300139561,0.175,-0.17,19.523,45.31
15.68506980012171,0.213,-0.132,19.807,45.13
15.796801900025457,0.255,-0.09,20.092,44.91
15.999861000105739,0.3,-0.044,20.378,44.74
16.100619500037283,0.349,0.005,20.664,44.65
16.201268600067124,0.388,0.044,20.879,44.64
16.31303249998018,0.444,0.1,21.167,44.63
16.425405899994075,0.503,0.159,21.454,44.62
16.538551700068638,0.566,0.222,21.742,44.61
16.651758400024846,0.632,0.288,22.031,44.61
