t_s,n_m,e_m,alt_m,yaw_deg
0.013838800135999918,-0.001,-0.004,-0.237,0.14
0.22344590001739562,-0.001,-0.006,-0.228,0.12
0.3354150999803096,-0.001,-0.009,-0.216,0.1
0.5459592000115663,-0.001,-0.011,-0.203,0.05
0.6541148000396788,-0.001,-0.013,-0.188,0.04
0.8719441001303494,-0.001,-0.015,-0.17,0.04
0.9800556001719087,-0.0,-0.017,-0.15,0.05
1.1975640000309795,-0.0,-0.02,-0.128,0.07
1.3063648999668658,-0.0,-0.021,-0.117,0.09
1.4239064999856055,-0.0,-0.023,-0.091,0.09
1.6519312001764774,-0.0,-0.026,-0.064,0.12
1.76145080011338,-0.0,-0.027,-0.049,0.11
1.8703477999661118,-0.0,-0.028,-0.034,0.09
2.086682999972254,-0.0,-0.031,-0.003,0.1
2.2988048000261188,-0.0,-0.034,0.031,0.06
2.409642199985683,0.0,-0.037,0.067,0.06
2.6178794000297785,0.0,-0.039,0.105,0.05
2.7269332001451403,0.0,-0.042,0.146,0.07
2.940740999998525,0.0,-0.045,0.188,0.06
3.0676528001204133,0.001,-0.047,0.233,0.09
3.2715001001488417,0.001,-0.05,0.279,0.08
3.4735368001274765,0.001,-0.053,0.328,0.1
3.5994918001815677,0.001,-0.055,0.379,0.08
3.801577800186351,0.001,-0.058,0.432,0.09
4.010570100042969,0.001,-0.061,0.487,0.06
4.13933699997142,0.001,-0.063,0.544,0.08
4.372907300014049,0.001,-0.066,0.603,0.07
4.496601199964061,0.001,-0.067,0.634,0.09
4.630774599965662,0.002,-0.069,0.696,0.07
4.742788900155574,0.002,-0.071,0.728,0.07
4.9673060001805425,0.002,-0.074,0.827,0.06
5.06886350014247,0.002,-0.074,0.827,0.06
5.305636600125581,0.002,-0.078,0.93,0.08
5.417208000086248,0.002,-0.079,0.965,0.07
5.526029100175947,0.002,-0.079,0.965,0.07
5.6291829000692815,0.002,-0.082,1.038,0.1
5.8519977000541985,0.003,-0.084,1.112,0.07
5.956406200071797,0.003,-0.087,1.188,0.09
6.171729600057006,0.003,-0.089,1.266,0.07
6.445361400023103,0.003,-0.091,1.346,0.08
6.591405700193718,0.003,-0.092,1.387,0.07
7.655969700077549,0.003,-0.095,1.47,0.06
7.809267800068483,0.004,-0.096,1.512,0.07
8.086155300028622,0.004,-0.097,1.555,0.06
8.365015600109473,0.004,-0.099,1.642,0.05
8.491559100104496,0.004,-0.1,1.686,0.06
8.64530500001274,0.004,-0.103,1.775,0.06
8.746983699966222,0.004,-0.103,1.775,0.06
8.858861000044271,0.004,-0.104,1.821,0.08
8.960753099992871,0.004,-0.105,1.867,0.1
9.104968999978155,0.004,-0.106,1.913,0.09
9.307962500024587,0.004,-0.108,2.007,0.11
9.434268200071529,0.005,-0.109,2.055,0.12
9.63734220014885,0.005,-0.111,2.152,0.09
9.771956000011414,0.005,-0.113,2.251,0.08
10.017493100138381,0.005,-0.115,2.351,0.06
10.125464300159365,0.005,-0.117,2.453,0.07
10.339972499990836,0.005,-0.119,2.557,0.05
10.45464410004206,0.005,-0.121,2.662,0.07
10.661377100041136,0.005,-0.123,2.77,0.07
10.893221199978143,0.005,-0.125,2.879,0.1
10.994426800170913,0.005,-0.126,2.934,0.08
11.11047810013406,0.005,-0.127,2.989,0.09
11.21206649998203,0.006,-0.128,3.045,0.11
11.426400100113824,0.006,-0.13,3.158,0.08
11.553317900048569,0.006,-0.131,3.272,0.08
11.754860100103542,0.006,-0.133,3.388,0.05
11.860313200158998,0.006,-0.134,3.447,0.03
12.073008500039577,0.006,-0.136,3.565,0.04
12.178902100073174,0.006,-0.138,3.685,0.0
12.43381020007655,0.006,-0.139,3.745,0.03
12.54400880006142,0.006,-0.14,3.867,0.03
12.75585940014571,0.006,-0.142,3.99,0.06
12.974175400100648,0.006,-0.144,4.115,0.06
13.089527500094846,0.006,-0.145,4.178,0.09
13.194498999975622,0.006,-0.145,4.242,0.1
13.417411900125444,0.006,-0.147,4.369,0.08
13.535864300094545,0.006,-0.149,4.498,0.08
13.743689200142398,0.006,-0.15,4.628,0.03
13.881080199964345,0.006,-0.152,4.76,0.04
14.085751400096342,0.006,-0.153,4.893,0.01
14.451513700187206,0.006,-0.156,5.162,0.04
14.68038360006176,0.006,-0.158,5.299,0.07
14.808258200064301,0.006,-0.159,5.368,0.06
14.929581500124186,0.006,-0.159,5.437,0.06
15.059825500007719,0.006,-0.161,5.576,0.08
15.262200100114569,0.006,-0.162,5.716,0.05
15.472453200025484,0.006,-0.164,5.857,0.06
15.60330680012703,0.006,-0.165,5.999,0.04
15.812444500159472,0.006,-0.167,6.143,0.04
15.949339100159705,0.006,-0.168,6.287,0.02
16.183258400065824,0.006,-0.169,6.432,0.03
16.38842900004238,0.005,-0.171,6.579,0.03
16.51899869996123,0.005,-0.172,6.726,0.06
16.659093500114977,0.005,-0.172,6.8,0.05
16.802073900122195,0.005,-0.173,6.874,0.05
16.90622130013071,0.005,-0.174,6.948,0.08
17.12892200006172,0.005,-0.175,7.098,0.06
17.314219700172544,0.005,-0.176,7.248,0.07
17.417118800105527,0.005,-0.176,7.248,0.07
17.5783263000194,0.005,-0.177,7.324,0.06
17.716019400162622,0.005,-0.177,7.399,0.04
17.861833299975842,0.005,-0.178,7.475,0.03
17.989134900039062,0.005,-0.179,7.551,0.05
18.150029300013557,0.005,-0.179,7.627,0.04
18.285451299976557,0.005,-0.18,7.704,0.04
