t_s,n_m,e_m,alt_m,yaw_deg
0.0003138999454677105,-0.001,-0.002,-0.248,0.09
0.10327209997922182,-0.001,-0.002,-0.248,0.09
0.30465240008197725,-0.001,-0.002,-0.248,0.09
0.40558460005559027,-0.001,-0.002,-0.248,0.09
0.506576299900189,-0.001,-0.002,-0.248,0.09
0.6073503000661731,-0.001,-0.002,-0.248,0.09
0.7080278000794351,-0.001,-0.002,-0.248,0.09
0.8090393000748008,-0.001,-0.002,-0.248,0.09
1.0101383000146598,-0.001,-0.002,-0.248,0.09
1.1113924998790026,-0.001,-0.002,-0.248,0.09
1.214837099891156,-0.001,-0.002,-0.248,0.09
1.3177797000389546,-0.001,-0.002,-0.248,0.09
1.4188802000135183,-0.001,-0.002,-0.248,0.09
1.5223950000945479,-0.001,-0.002,-0.248,0.09
1.625507599906996,-0.001,-0.002,-0.248,0.09
1.8287341999821365,-0.001,-0.002,-0.248,0.09
1.9314200999215245,-0.001,-0.002,-0.248,0.09
2.048352099955082,-0.001,-0.002,-0.247,0.1
2.1494853999465704,-0.001,-0.003,-0.243,0.03
2.2530296000186354,-0.001,-0.004,-0.239,0.09
2.3536000999156386,-0.001,-0.006,-0.234,0.06
2.454902800032869,-0.001,-0.008,-0.228,0.13
2.5709373999852687,-0.001,-0.01,-0.222,0.1
2.688623500056565,-0.001,-0.012,-0.214,0.15
2.804067099932581,-0.001,-0.014,-0.206,0.1
2.918240699917078,-0.001,-0.016,-0.197,0.12
3.0325170001015067,-0.001,-0.018,-0.188,0.06
3.1476082999724895,-0.001,-0.02,-0.177,0.08
3.2650059999432415,-0.001,-0.022,-0.166,0.02
3.378273099893704,-0.001,-0.025,-0.154,0.07
3.493205599952489,-0.001,-0.028,-0.141,0.04
3.694358800072223,-0.001,-0.03,-0.128,0.09
3.7949773999862373,-0.001,-0.033,-0.114,0.06
3.895613099914044,-0.001,-0.035,-0.099,0.1
3.996567700058222,-0.001,-0.038,-0.083,0.07
4.097110599977896,-0.001,-0.041,-0.066,0.09
4.199595999903977,-0.001,-0.043,-0.049,0.06
4.315274599939585,-0.001,-0.046,-0.031,0.07
4.430903099942952,-0.001,-0.048,-0.012,0.05
4.63318599993363,-0.001,-0.051,0.007,0.06
4.734075600048527,-0.001,-0.053,0.028,0.04
4.8347223999444395,-0.001,-0.056,0.049,0.06
4.935828200075775,-0.001,-0.058,0.071,0.06
5.036991199944168,-0.001,-0.061,0.093,0.08
5.150973799871281,-0.001,-0.063,0.117,0.1
5.264888999983668,-0.001,-0.066,0.141,0.11
5.380395699990913,-0.001,-0.068,0.166,0.11
5.495256999973208,-0.001,-0.07,0.191,0.1
5.609663200099021,-0.001,-0.073,0.218,0.1
5.7284929000306875,-0.001,-0.075,0.245,0.09
5.8446619000751525,-0.001,-0.077,0.272,0.1
5.94578370009549,-0.001,-0.08,0.301,0.08
6.063103399937972,-0.001,-0.082,0.33,0.13
6.179043699987233,-0.001,-0.084,0.36,0.12
6.29263689997606,-0.001,-0.086,0.391,0.17
6.407974400091916,-0.001,-0.089,0.422,0.15
6.52447500010021,-0.001,-0.091,0.455,0.19
6.6391551999840885,-0.001,-0.093,0.487,0.15
6.840258100070059,-0.001,-0.095,0.521,0.18
6.953107999870554,-0.001,-0.098,0.555,0.13
7.0679297999013215,-0.001,-0.1,0.59,0.17
7.174238200066611,-0.001,-0.102,0.626,0.12
7.275209699990228,-0.001,-0.104,0.663,0.15
7.377040599938482,-0.001,-0.106,0.7,0.1
7.477980300085619,-0.001,-0.108,0.738,0.15
7.5830616999883205,-0.001,-0.11,0.776,0.12
7.68405899987556,-0.001,-0.112,0.815,0.2
7.801115500042215,-0.001,-0.114,0.855,0.18
7.916048099985346,-0.001,-0.116,0.896,0.25
8.032138099893928,-0.001,-0.118,0.937,0.19
8.148044500034302,-0.001,-0.12,0.979,0.23
8.26330880005844,-0.001,-0.122,1.022,0.18
8.37787549989298,-0.0,-0.124,1.065,0.23
8.492684199940413,-0.0,-0.126,1.109,0.19
8.607764899963513,-0.0,-0.128,1.154,0.26
8.723164400085807,-0.0,-0.13,1.199,0.22
8.839470699895173,-0.0,-0.132,1.245,0.28
8.954894399968907,-0.0,-0.133,1.292,0.22
9.070488600060344,-0.0,-0.135,1.339,0.26
9.183828300097957,-0.0,-0.137,1.387,0.2
9.29742640000768,-0.0,-0.139,1.435,0.23
9.410126300062984,-0.0,-0.141,1.485,0.18
9.523389199981466,-0.0,-0.143,1.535,0.22
9.629989499924704,-0.0,-0.144,1.585,0.18
9.735894599929452,-0.0,-0.146,1.636,0.21
9.851582299917936,-0.0,-0.148,1.688,0.17
9.965889499988407,-0.0,-0.149,1.74,0.21
10.086613399907947,-0.0,-0.151,1.793,0.17
10.200816700002179,-0.0,-0.153,1.847,0.2
10.313994999974966,-0.0,-0.154,1.902,0.17
10.427637099986896,0.0,-0.156,1.957,0.2
10.540132399881259,0.0,-0.158,2.012,0.19
10.654697000049055,0.0,-0.159,2.069,0.22
10.760245400015265,0.0,-0.161,2.126,0.22
10.865196000086144,0.0,-0.162,2.183,0.24
10.966253400081769,0.0,-0.164,2.241,0.24
11.080700699938461,0.0,-0.165,2.3,0.25
11.195924100000411,0.0,-0.167,2.36,0.24
11.313613299978897,0.0,-0.168,2.42,0.23
11.427740599960089,0.0,-0.17,2.481,0.22
11.54139310005121,0.0,-0.171,2.542,0.21
11.657063399907202,0.0,-0.172,2.604,0.21
11.77023830008693,0.0,-0.174,2.667,0.19
11.887260099872947,0.0,-0.175,2.731,0.2
11.989989399909973,0.0,-0.177,2.795,0.19
12.092181999934837,0.0,-0.178,2.859,0.21
12.197470400016755,0.0,-0.179,2.925,0.2
12.300047100055963,0.0,-0.18,2.991,0.24
12.41401720000431,0.001,-0.182,3.057,0.23
12.52918120007962,0.001,-0.183,3.125,0.26
12.643690000055358,0.001,-0.184,3.193,0.22
12.75828230008483,0.001,-0.186,3.261,0.24
12.871716599911451,0.001,-0.187,3.331,0.2
12.983052599942312,0.001,-0.188,3.4,0.23
13.096653499873355,0.001,-0.189,3.471,0.18
13.212720399955288,0.001,-0.191,3.542,0.22
13.324213499901816,0.001,-0.192,3.614,0.17
13.426070499932393,0.001,-0.193,3.686,0.21
13.529202800011262,0.001,-0.194,3.76,0.16
13.633110699942335,0.001,-0.196,3.833,0.2
13.735361499944702,0.001,-0.197,3.908,0.16
13.850411999970675,0.001,-0.198,3.983,0.22
13.966001400025561,0.001,-0.199,4.059,0.18
14.08064360008575,0.001,-0.2,4.135,0.24
14.282038599951193,0.001,-0.202,4.251,0.23
14.383658400038257,0.001,-0.203,4.329,0.25
14.484558299882337,0.001,-0.204,4.407,0.25
14.59872470004484,0.001,-0.206,4.486,0.24
14.712990599917248,0.001,-0.207,4.566,0.24
14.829223100095987,0.001,-0.208,4.647,0.22
14.944404900074005,0.001,-0.209,4.769,0.25
15.058714600047097,0.001,-0.21,4.851,0.19
15.17279880004935,0.001,-0.212,4.934,0.25
15.274262299994007,0.001,-0.213,5.017,0.23
15.389756399905309,0.001,-0.214,5.102,0.3
15.503863899968565,0.001,-0.215,5.186,0.29
15.6180364000611,0.002,-0.216,5.272,0.35
15.733608799986541,0.002,-0.217,5.358,0.32
15.848536300007254,0.002,-0.218,5.444,0.34
15.963602399919182,0.002,-0.219,5.532,0.29
16.076667899964377,0.002,-0.22,5.62,0.31
16.191411399981007,0.002,-0.221,5.708,0.27
16.30109509988688,0.002,-0.222,5.798,0.29
16.4056257000193,0.002,-0.223,5.888,0.26
16.50887589994818,0.002,-0.224,5.978,0.28
16.623080600053072,0.002,-0.225,6.069,0.25
16.737726799910888,0.002,-0.226,6.161,0.27
16.851435499964282,0.002,-0.226,6.254,0.25
16.966480700066313,0.002,-0.227,6.347,0.27
17.08232819987461,0.002,-0.228,6.441,0.27
17.196511399932206,0.002,-0.229,6.535,0.29
17.310829000081867,0.002,-0.23,6.63,0.32
17.427220300072804,0.002,-0.231,6.726,0.35
17.531545700039715,0.002,-0.232,6.822,0.36
17.645652000093833,0.002,-0.233,6.92,0.35
17.763894699979573,0.002,-0.233,7.017,0.35
17.87986069987528,0.002,-0.234,7.116,0.32
17.997302599949762,0.002,-0.235,7.215,0.33
18.112580599961802,0.002,-0.236,7.314,0.31
18.230098099913448,0.002,-0.237,7.414,0.33
18.34343499992974,0.003,-0.237,7.515,0.31
18.4561697000172,0.003,-0.238,7.617,0.33
18.557361899875104,0.003,-0.239,7.719,0.3
18.672488200012594,0.003,-0.24,7.822,0.33
18.788448800100014,0.003,-0.241,7.925,0.3
18.904793200083077,0.003,-0.241,8.03,0.33
19.021721099969,0.003,-0.242,8.134,0.3
19.1375806001015,0.003,-0.243,8.24,0.36
19.25209639989771,0.003,-0.243,8.346,0.33
19.36607989994809,0.003,-0.244,8.453,0.39
19.478637000080198,0.003,-0.245,8.56,0.34
19.58128060004674,0.003,-0.245,8.668,0.37
19.696311600040644,0.003,-0.246,8.777,0.31
19.811946500092745,0.003,-0.247,8.886,0.35
19.91301040002145,0.003,-0.247,8.886,0.35
20.013784399954602,0.003,-0.247,8.996,0.29
20.114414300071076,0.003,-0.248,9.107,0.34
20.215480600018054,0.004,-0.249,9.218,0.3
20.3166108999867,0.004,-0.249,9.33,0.35
20.417409099871293,0.004,-0.25,9.442,0.32
20.518263000063598,0.004,-0.251,9.556,0.38
20.633307399926707,0.004,-0.251,9.669,0.35
20.748299699975178,0.004,-0.252,9.784,0.4
20.860751800006256,0.004,-0.252,9.899,0.34
20.97758559999056,0.004,-0.253,10.015,0.38
21.090847400017083,0.004,-0.253,10.131,0.32
21.208633200032637,0.004,-0.254,10.248,0.37
21.32015740009956,0.004,-0.254,10.366,0.32
21.423858900088817,0.004,-0.255,10.484,0.37
21.528221299871802,0.004,-0.255,10.603,0.33
21.644046399975196,0.005,-0.256,10.723,0.38
21.763823099900037,0.005,-0.256,10.843,0.34
21.878048999933526,0.005,-0.257,10.964,0.38
21.995888399891555,0.005,-0.257,11.086,0.35
22.11056619998999,0.005,-0.258,11.208,0.4
22.226214400026947,0.005,-0.258,11.331,0.36
22.340474999975413,0.005,-0.259,11.455,0.39
22.450635599903762,0.005,-0.259,11.579,0.36
22.55501060001552,0.005,-0.26,11.704,0.39
22.659098299918696,0.005,-0.26,11.829,0.38
22.761288299923763,0.005,-0.26,11.955,0.42
22.87847950006835,0.005,-0.261,12.082,0.43
