t_s,n_m,e_m,alt_m,yaw_deg
0.0002720998600125313,-0.0,-0.003,-0.248,0.07
0.100920399883762,-0.0,-0.003,-0.248,0.07
0.20129420002922416,-0.0,-0.003,-0.248,0.07
0.3034765999764204,-0.0,-0.003,-0.248,0.07
0.40597669989801943,-0.0,-0.003,-0.248,0.07
0.6075402998831123,-0.0,-0.003,-0.248,0.07
0.7081243998836726,-0.0,-0.003,-0.248,0.07
0.8088811000343412,-0.0,-0.003,-0.248,0.07
0.9113193999510258,-0.0,-0.003,-0.248,0.07
1.0145487000700086,-0.0,-0.003,-0.248,0.07
1.2163189998827875,-0.0,-0.003,-0.248,0.07
1.3170068999752402,-0.0,-0.003,-0.248,0.07
1.417904800036922,-0.0,-0.003,-0.248,0.07
1.5199251999147236,-0.0,-0.003,-0.248,0.07
1.6231730000581592,-0.0,-0.003,-0.248,0.07
1.8257462000474334,-0.0,-0.003,-0.248,0.07
1.9261795999482274,-0.0,-0.003,-0.248,0.07
2.0269778000656515,-0.001,-0.003,-0.248,0.07
2.1288135000504553,-0.001,-0.003,-0.248,0.07
2.3402666999027133,-0.001,-0.003,-0.247,0.07
2.440924199996516,-0.001,-0.003,-0.245,0.09
2.5417120000347495,-0.001,-0.004,-0.243,0.12
2.6533420998603106,-0.001,-0.004,-0.24,0.13
2.8542710999026895,-0.001,-0.005,-0.237,0.11
2.954781800042838,-0.001,-0.006,-0.233,0.11
3.055651299888268,-0.001,-0.007,-0.229,0.12
3.171379999956116,-0.001,-0.008,-0.224,0.1
3.3723851998802274,-0.001,-0.009,-0.218,0.07
3.473131400067359,-0.001,-0.01,-0.212,0.06
3.5737403999082744,-0.001,-0.011,-0.206,0.06
3.6887514998670667,-0.001,-0.012,-0.199,0.04
3.789257299853489,-0.001,-0.012,-0.199,0.04
3.8901207000017166,-0.001,-0.013,-0.191,0.02
3.991088599897921,-0.001,-0.014,-0.183,0.02
4.106636199867353,-0.001,-0.015,-0.174,0.03
4.218254999956116,-0.001,-0.016,-0.165,0.03
4.4194095998536795,-0.001,-0.017,-0.155,0.02
4.520158000057563,-0.001,-0.018,-0.145,0.04
4.630513800075278,-0.001,-0.019,-0.134,0.06
4.745190100045875,-0.001,-0.02,-0.122,0.06
4.94683129992336,-0.001,-0.021,-0.11,0.05
5.047401400050148,-0.001,-0.023,-0.098,0.06
5.157573800068349,-0.001,-0.024,-0.085,0.07
5.270722500048578,-0.001,-0.025,-0.071,0.05
5.387845000019297,-0.001,-0.026,-0.057,0.03
5.532659299904481,-0.001,-0.027,-0.042,0.02
5.633343999972567,-0.001,-0.028,-0.027,0.02
5.834960500011221,-0.001,-0.03,0.005,-0.03
6.040309499949217,-0.0,-0.032,0.039,-0.02
6.156654400052503,-0.001,-0.034,0.076,-0.03
6.358314200071618,-0.0,-0.036,0.114,0.02
6.559794100001454,-0.0,-0.037,0.155,0.03
6.673424300039187,-0.0,-0.039,0.198,0.08
6.876242500031367,-0.0,-0.041,0.243,0.07
6.991688099922612,-0.0,-0.043,0.29,0.09
7.193232599878684,-0.0,-0.045,0.339,0.06
7.294115999946371,0.0,-0.047,0.39,0.06
7.408804599894211,-0.0,-0.049,0.444,0.02
7.610250900033861,0.0,-0.051,0.499,0.02
7.711565499892458,0.0,-0.053,0.557,0.0
7.912805099971592,0.0,-0.054,0.616,0.01
8.0135271998588,0.0,-0.056,0.678,-0.0
8.114513099892065,0.001,-0.058,0.742,0.01
8.227976300055161,0.0,-0.059,0.807,0.0
8.340534799965099,0.001,-0.061,0.875,0.05
8.541835099924356,0.001,-0.063,0.945,0.06
8.6546292998828,0.001,-0.064,1.017,0.09
8.855967100011185,0.001,-0.066,1.09,0.09
8.969436399871483,0.001,-0.068,1.166,0.08
9.171090299962088,0.001,-0.069,1.244,0.05
9.28662719996646,0.001,-0.071,1.323,0.04
9.50514979986474,0.001,-0.073,1.405,0.03
9.624206499895081,0.001,-0.074,1.488,0.03
9.725181999849156,0.002,-0.076,1.574,0.06
9.935018599964678,0.002,-0.077,1.661,0.08
10.035856599919498,0.002,-0.079,1.75,0.1
10.13976059993729,0.002,-0.08,1.841,0.1
10.343973299954087,0.002,-0.082,1.934,0.09
10.444690099917352,0.002,-0.083,2.028,0.07
10.545653800014406,0.002,-0.084,2.125,0.06
10.656260000076145,0.002,-0.086,2.223,0.03
10.8579696000088,0.002,-0.087,2.323,0.03
10.959914299892262,0.002,-0.088,2.425,0.02
11.060298199998215,0.002,-0.09,2.529,0.04
11.161139499861747,0.003,-0.091,2.634,0.04
11.362522499868646,0.003,-0.092,2.741,0.07
11.468408799963072,0.003,-0.094,2.849,0.06
11.571888800011948,0.003,-0.095,2.96,0.08
11.672770800068974,0.003,-0.096,3.072,0.07
11.778273799922317,0.003,-0.097,3.185,0.09
11.980460899882019,0.003,-0.099,3.3,0.06
12.081669899867848,0.003,-0.1,3.417,0.07
12.186566499993205,0.003,-0.101,3.535,0.05
12.387840499868616,0.003,-0.102,3.655,0.07
12.502133199945092,0.003,-0.103,3.776,0.06
12.703294900013134,0.004,-0.104,3.898,0.08
12.819555999943987,0.004,-0.105,4.023,0.08
13.042593999998644,0.004,-0.107,4.148,0.11
13.155552400043234,0.004,-0.108,4.275,0.1
13.358179199974984,0.004,-0.109,4.403,0.13
13.471161499852315,0.004,-0.11,4.533,0.1
13.589883599895984,0.005,-0.111,4.664,0.12
13.791370599996299,0.005,-0.112,4.796,0.08
13.909179999958724,0.005,-0.113,4.93,0.1
14.02010009996593,0.005,-0.114,5.065,0.07
14.134283799910918,0.005,-0.115,5.201,0.08
14.351401099935174,0.005,-0.116,5.338,0.06
14.456679299939424,0.006,-0.117,5.477,0.07
14.557373400079086,0.006,-0.118,5.616,0.06
14.673838600050658,0.006,-0.119,5.757,0.07
14.874977600062266,0.006,-0.12,5.899,0.06
14.976452899863943,0.006,-0.121,6.042,0.08
15.078258999856189,0.006,-0.121,6.186,0.07
15.280213000020012,0.007,-0.122,6.332,0.09
15.381792800035328,0.007,-0.123,6.478,0.09
15.483347399858758,0.007,-0.124,6.625,0.1
15.585720299975947,0.007,-0.125,6.773,0.08
15.786635899916291,0.007,-0.126,6.922,0.08
15.89553750003688,0.008,-0.126,7.072,0.07
15.996232300065458,0.008,-0.127,7.222,0.07
16.098237700061873,0.008,-0.128,7.374,0.06
16.218123799888417,0.008,-0.129,7.526,0.07
16.337246200069785,0.008,-0.129,7.68,0.07
16.456012699985877,0.009,-0.13,7.834,0.08
16.57780499989167,0.009,-0.131,7.988,0.1
16.721664000069723,0.009,-0.131,8.144,0.1
16.82200130005367,0.009,-0.132,8.3,0.12
16.94199760002084,0.01,-0.133,8.457,0.12
17.09115769993514,0.01,-0.133,8.614,0.13
17.20532189984806,0.01,-0.134,8.772,0.12
