t_s,n_m,e_m,alt_m,yaw_deg
0.0017089000903069973,-0.001,-0.002,-0.248,0.12
0.10527990013360977,-0.001,-0.002,-0.248,0.12
0.2079062000848353,-0.001,-0.002,-0.248,0.12
0.31091550015844405,-0.001,-0.002,-0.248,0.12
0.41356090013869107,-0.001,-0.002,-0.248,0.12
0.5168578000739217,-0.001,-0.002,-0.248,0.12
0.6211224999278784,-0.001,-0.002,-0.248,0.12
0.7236780000384897,-0.001,-0.002,-0.248,0.12
0.9246308000292629,-0.001,-0.002,-0.248,0.12
1.0275179999880493,-0.001,-0.002,-0.248,0.12
1.1303652999922633,-0.001,-0.002,-0.248,0.12
1.233213200001046,-0.001,-0.002,-0.248,0.12
1.337420399999246,-0.001,-0.002,-0.248,0.12
1.4404432999435812,-0.001,-0.002,-0.248,0.12
1.6420033001340926,-0.001,-0.002,-0.248,0.12
1.7431805001106113,-0.001,-0.002,-0.248,0.12
1.8439670000225306,-0.001,-0.002,-0.248,0.12
1.9462059000506997,-0.001,-0.002,-0.248,0.12
2.049482800066471,-0.001,-0.002,-0.248,0.12
2.250385200139135,-0.001,-0.003,-0.241,0.09
2.351623000111431,-0.001,-0.006,-0.228,0.08
2.4528449999634176,-0.001,-0.01,-0.209,0.05
2.5539005999453366,-0.001,-0.014,-0.186,0.04
2.6547193001024425,-0.0,-0.018,-0.158,0.09
2.755458700004965,-0.0,-0.023,-0.125,0.17
2.873880200088024,0.0,-0.029,-0.074,0.21
2.9907615000847727,0.0,-0.033,-0.03,0.21
3.1079331999644637,0.0,-0.037,0.019,0.18
3.216071499977261,0.0,-0.041,0.073,0.16
3.3226143000647426,0.001,-0.047,0.153,0.14
3.4388846999499947,0.001,-0.052,0.218,0.17
3.5451033001299948,0.001,-0.057,0.288,0.17
3.6641017999500036,0.001,-0.061,0.363,0.14
3.7799007000867277,0.001,-0.066,0.443,0.12
3.899174500023946,0.001,-0.07,0.527,0.15
4.015006300061941,0.001,-0.075,0.616,0.17
4.131518500158563,0.001,-0.079,0.709,0.16
4.240484999958426,0.001,-0.084,0.808,0.13
4.342275399947539,0.001,-0.09,0.946,0.12
4.458444199990481,0.001,-0.094,1.054,0.13
4.564505600137636,0.001,-0.098,1.168,0.15
4.765892900060862,0.001,-0.103,1.325,0.14
4.867635200032964,0.001,-0.107,1.449,0.13
4.969493200071156,0.001,-0.111,1.577,0.09
5.070982099976391,0.001,-0.115,1.709,0.09
5.1721952999942005,0.001,-0.119,1.845,0.12
5.272903100121766,0.001,-0.123,1.985,0.12
5.389200699981302,0.001,-0.127,2.13,0.1
5.493219200056046,0.001,-0.13,2.279,0.11
5.611166100017726,0.001,-0.134,2.431,0.16
5.726813700050116,0.001,-0.137,2.588,0.21
5.843884200090542,0.001,-0.141,2.748,0.21
5.962671899935231,0.0,-0.144,2.912,0.2
6.079403100069612,0.0,-0.148,3.08,0.21
6.1873974001500756,0.0,-0.151,3.252,0.22
6.290914600016549,-0.0,-0.154,3.427,0.19
6.3915610001422465,-0.0,-0.158,3.606,0.15
6.593017100123689,-0.001,-0.161,3.788,0.17
6.702960800146684,-0.001,-0.164,3.973,0.21
6.805686800042167,-0.001,-0.167,4.161,0.22
6.910302400123328,-0.001,-0.17,4.353,0.2
7.02697110013105,-0.002,-0.173,4.548,0.21
7.135821999981999,-0.002,-0.176,4.746,0.24
7.252957599936053,-0.002,-0.179,4.947,0.24
7.368792799999937,-0.002,-0.181,5.151,0.2
7.489306600065902,-0.003,-0.184,5.358,0.18
7.6067697000689805,-0.003,-0.187,5.567,0.21
7.723128100158647,-0.003,-0.189,5.779,0.22
7.82911100005731,-0.004,-0.192,5.994,0.2
7.934481099946424,-0.004,-0.194,6.211,0.19
8.043642800068483,-0.004,-0.197,6.431,0.23
8.151647299993783,-0.004,-0.198,6.578,0.23
8.269221500027925,-0.005,-0.2,6.727,0.22
8.388991600135341,-0.005,-0.201,6.876,0.22
8.59062090003863,-0.005,-0.204,7.102,0.18
8.69169669994153,-0.006,-0.206,7.33,0.18
8.816522900015116,-0.006,-0.208,7.56,0.2
8.943158300127834,-0.006,-0.21,7.792,0.19
9.065212900051847,-0.007,-0.212,8.025,0.15
9.188012399943545,-0.007,-0.214,8.26,0.15
9.390367100015283,-0.007,-0.216,8.497,0.18
9.491534100146964,-0.008,-0.218,8.735,0.18
9.593181600095704,-0.008,-0.22,8.974,0.14
9.704538899939507,-0.009,-0.222,9.215,0.13
9.907610800117254,-0.009,-0.224,9.458,0.16
10.009674600092694,-0.009,-0.225,9.702,0.17
10.111251899972558,-0.01,-0.227,9.947,0.14
10.234248100081459,-0.01,-0.229,10.194,0.12
10.354535300051793,-0.011,-0.231,10.442,0.17
10.472968199988827,-0.011,-0.232,10.692,0.21
10.674569100141525,-0.011,-0.234,10.943,0.2
