t_s,n_m,e_m,alt_m,yaw_deg
0.00036269985139369965,-0.001,-0.002,-0.248,0.09
0.10139639978297055,-0.001,-0.002,-0.248,0.09
0.2041145998518914,-0.001,-0.002,-0.248,0.09
0.3074439999181777,-0.001,-0.002,-0.248,0.09
0.5084427997935563,-0.001,-0.002,-0.248,0.09
0.6094641999807209,-0.001,-0.002,-0.248,0.09
0.711479099933058,-0.001,-0.002,-0.248,0.09
0.8143460999708623,-0.001,-0.002,-0.248,0.09
1.0157593998592347,-0.001,-0.002,-0.248,0.09
1.1169465999118984,-0.001,-0.002,-0.248,0.09
1.2193071998190135,-0.001,-0.002,-0.248,0.09
1.3218489999417216,-0.001,-0.002,-0.248,0.09
1.5231939000077546,-0.001,-0.002,-0.248,0.09
1.6239208998158574,-0.001,-0.002,-0.248,0.09
1.7263090999331325,-0.001,-0.002,-0.248,0.09
1.8289764998480678,-0.001,-0.002,-0.248,0.09
2.030100999865681,-0.001,-0.002,-0.248,0.09
2.131202499847859,-0.001,-0.002,-0.248,0.09
2.2339008999988437,-0.001,-0.002,-0.248,0.09
2.3367405999451876,-0.001,-0.002,-0.248,0.09
2.538125899853185,-0.001,-0.002,-0.248,0.09
2.6390519000124186,-0.001,-0.002,-0.248,0.09
2.740084799937904,-0.001,-0.002,-0.248,0.09
2.842584599973634,-0.001,-0.002,-0.248,0.09
3.0446110998746008,-0.001,-0.002,-0.248,0.09
3.146063899854198,-0.001,-0.002,-0.248,0.09
3.2469243998639286,-0.001,-0.002,-0.248,0.09
3.347679300000891,-0.001,-0.002,-0.248,0.09
3.4505803999491036,-0.001,-0.002,-0.248,0.09
3.6520108999684453,-0.001,-0.002,-0.248,0.09
3.753077899804339,-0.001,-0.002,-0.248,0.09
3.8541210999246687,-0.001,-0.002,-0.248,0.09
3.9547728998586535,-0.001,-0.002,-0.248,0.09
4.05782249988988,-0.001,-0.002,-0.248,0.09
4.259114099899307,-0.001,-0.002,-0.248,0.09
4.360160799929872,-0.001,-0.002,-0.248,0.09
4.460980499861762,-0.001,-0.002,-0.248,0.09
4.561679599806666,-0.001,-0.002,-0.248,0.09
4.763173299841583,-0.001,-0.002,-0.248,0.09
4.863904499914497,-0.001,-0.002,-0.248,0.09
4.9646052999887615,-0.001,-0.002,-0.248,0.09
5.065492999972776,-0.001,-0.002,-0.248,0.09
5.166569499997422,-0.001,-0.002,-0.248,0.09
5.3708457998000085,-0.001,-0.002,-0.248,0.09
5.473138799890876,-0.001,-0.002,-0.248,0.09
5.576658600009978,-0.001,-0.002,-0.248,0.09
5.678043499821797,-0.001,-0.002,-0.248,0.09
5.882178799947724,-0.001,-0.002,-0.248,0.09
5.9846065999008715,-0.001,-0.002,-0.248,0.09
6.088111699791625,-0.001,-0.002,-0.248,0.09
6.191162799950689,-0.001,-0.002,-0.248,0.09
6.293103199917823,-0.001,-0.002,-0.248,0.09
6.496417899848893,-0.001,-0.002,-0.248,0.09
6.5988845999818295,-0.001,-0.002,-0.248,0.09
6.701169400010258,-0.001,-0.002,-0.248,0.09
6.803804399911314,-0.001,-0.002,-0.248,0.09
7.00727289984934,-0.001,-0.002,-0.248,0.09
7.109497299883515,-0.001,-0.002,-0.248,0.09
7.211584899807349,-0.001,-0.002,-0.248,0.09
7.314238399965689,-0.001,-0.002,-0.248,0.09
7.41501019988209,-0.001,-0.002,-0.248,0.09
7.515884099993855,-0.001,-0.002,-0.248,0.09
7.618507499806583,-0.001,-0.002,-0.248,0.09
7.720901399850845,-0.001,-0.002,-0.248,0.09
7.82270019990392,-0.001,-0.002,-0.248,0.09
7.924027799861506,-0.001,-0.002,-0.248,0.09
8.126707599963993,-0.001,-0.002,-0.248,0.09
8.229318299796432,-0.001,-0.002,-0.248,0.09
8.33292179997079,-0.001,-0.002,-0.248,0.09
8.434777999995276,-0.001,-0.002,-0.248,0.09
8.536151399835944,-0.001,-0.002,-0.248,0.09
8.73979669995606,-0.001,-0.002,-0.248,0.09
8.842506099957973,-0.001,-0.002,-0.248,0.09
8.944827299797907,-0.001,-0.002,-0.248,0.09
9.047946899896488,-0.001,-0.002,-0.248,0.09
9.149286499945447,-0.001,-0.002,-0.248,0.09
9.353176199831069,-0.001,-0.002,-0.248,0.09
9.455987099790946,-0.001,-0.002,-0.248,0.09
9.559222299838439,-0.001,-0.002,-0.248,0.09
9.660752299940214,-0.001,-0.002,-0.248,0.09
9.763715899782255,-0.001,-0.002,-0.248,0.09
9.965266999788582,-0.001,-0.002,-0.248,0.09
10.067706599831581,-0.001,-0.002,-0.248,0.09
10.170318299904466,-0.001,-0.002,-0.248,0.09
10.272171299904585,-0.001,-0.002,-0.248,0.09
10.375541099812835,-0.001,-0.002,-0.248,0.09
10.476574999978766,-0.001,-0.002,-0.248,0.09
10.6777883998584,-0.001,-0.002,-0.248,0.09
10.78034169995226,-0.001,-0.002,-0.248,0.09
10.883152999915183,-0.001,-0.002,-0.248,0.09
10.98597149993293,-0.001,-0.002,-0.248,0.09
11.087940600002185,-0.001,-0.002,-0.248,0.09
11.190424799919128,-0.001,-0.002,-0.248,0.09
11.394118499942124,-0.001,-0.002,-0.248,0.09
11.496111299842596,-0.001,-0.002,-0.248,0.09
11.599460899829865,-0.001,-0.002,-0.248,0.09
11.701885499991477,-0.001,-0.002,-0.248,0.09
11.804784099804237,-0.001,-0.002,-0.248,0.09
12.006490099942312,-0.001,-0.002,-0.248,0.09
12.1093142000027,-0.001,-0.002,-0.248,0.09
12.212269099894911,-0.001,-0.002,-0.248,0.09
12.314672800013795,-0.001,-0.002,-0.248,0.09
12.417802899843082,-0.001,-0.002,-0.248,0.09
12.518770899856463,-0.001,-0.002,-0.248,0.09
12.720238899812102,-0.001,-0.002,-0.248,0.1
12.822673599934205,-0.001,-0.002,-0.248,0.1
12.925317299785092,-0.001,-0.002,-0.248,0.1
13.027544299839064,-0.001,-0.002,-0.248,0.1
13.13031359994784,-0.001,-0.002,-0.248,0.1
13.233126299921423,-0.001,-0.002,-0.248,0.1
13.434094299795106,-0.001,-0.002,-0.248,0.1
13.536960899829865,-0.001,-0.002,-0.248,0.1
13.639231799868867,-0.001,-0.002,-0.248,0.1
13.741657899925485,-0.001,-0.002,-0.248,0.1
13.84450659994036,-0.001,-0.002,-0.248,0.1
13.947502299910411,-0.001,-0.002,-0.248,0.11
14.148845599964261,-0.001,-0.002,-0.248,0.11
14.252429899992421,-0.001,-0.002,-0.248,0.11
14.35560889984481,-0.001,-0.002,-0.248,0.11
14.458450299920514,-0.001,-0.002,-0.248,0.11
14.561726999934763,-0.001,-0.002,-0.248,0.11
14.66432649991475,-0.001,-0.002,-0.248,0.11
14.867420899914578,-0.001,-0.002,-0.248,0.11
14.970281399786472,-0.001,-0.002,-0.248,0.11
15.072656899923459,-0.001,-0.002,-0.248,0.11
15.175503199920058,-0.001,-0.002,-0.248,0.11
15.277608999982476,-0.001,-0.002,-0.248,0.11
15.48141449992545,-0.001,-0.002,-0.248,0.11
15.584517899900675,-0.001,-0.002,-0.248,0.11
15.686587699921802,-0.001,-0.002,-0.248,0.11
15.789689099881798,-0.001,-0.002,-0.248,0.11
15.893176299985498,-0.001,-0.002,-0.248,0.11
16.096495399950072,-0.001,-0.002,-0.248,0.11
16.1995260999538,-0.001,-0.002,-0.248,0.11
16.302299699978903,-0.001,-0.002,-0.248,0.11
16.405087399994954,-0.001,-0.002,-0.248,0.11
16.50866729998961,-0.001,-0.002,-0.248,0.11
16.61151560000144,-0.001,-0.002,-0.248,0.11
16.81578619987704,-0.001,-0.002,-0.248,0.11
16.918595799943432,-0.001,-0.002,-0.248,0.11
17.020536699797958,-0.001,-0.002,-0.248,0.11
17.122666099807248,-0.001,-0.002,-0.248,0.11
17.2247430998832,-0.001,-0.002,-0.248,0.11
17.42844249983318,-0.001,-0.002,-0.248,0.11
17.53264499991201,-0.001,-0.002,-0.248,0.11
17.63435469986871,-0.001,-0.002,-0.248,0.11
17.735133899841458,-0.001,-0.002,-0.248,0.11
17.837245099944994,-0.001,-0.002,-0.248,0.11
17.939539999933913,-0.001,-0.002,-0.248,0.11
18.041721699992195,-0.001,-0.002,-0.248,0.11
18.244794599944726,-0.001,-0.002,-0.248,0.11
18.347377499798313,-0.001,-0.002,-0.248,0.11
18.450692099984735,-0.001,-0.002,-0.248,0.11
18.552105200011283,-0.001,-0.002,-0.248,0.11
18.653570299968123,-0.001,-0.002,-0.248,0.11
