t_s,n_m,e_m,alt_m,yaw_deg
0.0009449999779462814,-0.001,-0.002,-0.248,0.09
0.10185369988903403,-0.001,-0.002,-0.248,0.09
0.2047583998646587,-0.001,-0.002,-0.248,0.09
0.3086381000466645,-0.001,-0.002,-0.248,0.09
0.41211369982920587,-0.001,-0.002,-0.248,0.09
0.5144189998973161,-0.001,-0.002,-0.248,0.09
0.7153745999094099,-0.001,-0.002,-0.248,0.09
0.8179279998876154,-0.001,-0.002,-0.248,0.09
0.9208039999939501,-0.001,-0.002,-0.248,0.09
1.0265947999432683,-0.001,-0.002,-0.248,0.09
1.1292363998945802,-0.001,-0.002,-0.248,0.09
1.3302358000073582,-0.001,-0.002,-0.248,0.09
1.4329631999135017,-0.001,-0.002,-0.248,0.09
1.5353868999518454,-0.001,-0.002,-0.248,0.09
1.6380133000202477,-0.001,-0.002,-0.248,0.09
1.7413788998965174,-0.001,-0.002,-0.248,0.09
1.9424625998362899,-0.001,-0.002,-0.248,0.09
2.043470799922943,-0.001,-0.002,-0.248,0.09
2.159666100051254,-0.001,-0.003,-0.246,0.09
2.276175299892202,-0.0,-0.004,-0.242,0.01
2.3951512998901308,-0.0,-0.005,-0.237,0.01
2.497241099830717,-0.0,-0.007,-0.231,0.0
2.5984787000343204,0.0,-0.01,-0.224,0.08
2.701130999950692,0.0,-0.012,-0.217,0.12
2.818298799917102,0.0,-0.014,-0.208,0.2
2.9336993999313563,0.001,-0.016,-0.199,0.21
3.0511970999650657,0.001,-0.018,-0.19,0.26
3.2529986000154167,0.001,-0.02,-0.179,0.22
3.353888199897483,0.001,-0.022,-0.168,0.21
3.4551209998317063,0.001,-0.025,-0.156,0.13
3.5562177998945117,0.001,-0.027,-0.143,0.12
3.6684411000460386,0.001,-0.029,-0.129,0.06
3.7831035000272095,0.001,-0.032,-0.115,0.1
3.8977844999171793,0.002,-0.034,-0.1,0.09
4.013281299965456,0.002,-0.037,-0.084,0.16
4.128516299882904,0.002,-0.04,-0.067,0.16
4.244593400042504,0.002,-0.042,-0.05,0.22
4.447688000043854,0.002,-0.045,-0.032,0.19
4.54827559995465,0.002,-0.047,-0.013,0.21
4.650237399851903,0.002,-0.05,0.007,0.15
4.751403899863362,0.002,-0.052,0.027,0.15
4.853610799880698,0.002,-0.055,0.048,0.1
4.9555464999284595,0.003,-0.057,0.07,0.12
5.159648699918762,0.003,-0.059,0.093,0.09
5.262704099994153,0.003,-0.062,0.116,0.13
5.368495799833909,0.003,-0.064,0.141,0.12
5.469658799935132,0.003,-0.067,0.166,0.17
5.570481299888343,0.003,-0.069,0.191,0.16
5.671536999987438,0.003,-0.071,0.218,0.19
5.775490999920294,0.003,-0.073,0.245,0.17
5.891394600039348,0.003,-0.076,0.273,0.18
6.007941999938339,0.003,-0.078,0.302,0.15
6.1236375998705626,0.003,-0.08,0.331,0.16
6.239036699989811,0.003,-0.082,0.361,0.14
6.354615299962461,0.004,-0.084,0.392,0.15
6.472828699974343,0.003,-0.086,0.424,0.13
6.588099699933082,0.004,-0.089,0.456,0.14
6.6975155000109226,0.004,-0.091,0.489,0.13
6.812696999870241,0.004,-0.093,0.523,0.14
6.928184099961072,0.004,-0.095,0.557,0.14
7.042600899934769,0.004,-0.097,0.592,0.15
7.15832469984889,0.004,-0.099,0.628,0.16
7.274163299938664,0.004,-0.101,0.665,0.17
7.386605900013819,0.004,-0.103,0.702,0.18
7.502830399898812,0.004,-0.105,0.74,0.18
7.613777799997479,0.004,-0.107,0.779,0.19
7.717205999884754,0.004,-0.109,0.818,0.17
7.820370499975979,0.004,-0.111,0.859,0.17
7.925333000021055,0.004,-0.113,0.899,0.15
8.026172499870881,0.004,-0.115,0.941,0.16
8.14140550000593,0.004,-0.117,0.983,0.14
8.256612999830395,0.004,-0.118,1.026,0.16
8.369988099904731,0.004,-0.12,1.069,0.13
8.488392299972475,0.004,-0.122,1.113,0.15
8.60344409989193,0.004,-0.124,1.158,0.12
8.718986100051552,0.004,-0.126,1.204,0.15
8.836995099904016,0.004,-0.128,1.25,0.12
8.94304129993543,0.004,-0.129,1.297,0.17
9.046030999859795,0.004,-0.131,1.344,0.16
9.148519499925897,0.004,-0.133,1.392,0.2
9.352044799830765,0.004,-0.135,1.466,0.18
9.45692819985561,0.004,-0.137,1.515,0.19
9.55813579983078,0.003,-0.139,1.566,0.17
9.658963999943808,0.003,-0.14,1.617,0.17
9.762039300054312,0.003,-0.142,1.669,0.15
9.866783899953589,0.003,-0.144,1.747,0.13
9.983039199840277,0.003,-0.146,1.801,0.16
10.095896099926904,0.003,-0.148,1.854,0.11
10.208530199946836,0.003,-0.149,1.909,0.14
10.320997899863869,0.003,-0.151,1.964,0.1
10.434647599933669,0.003,-0.153,2.02,0.13
10.550334800034761,0.003,-0.154,2.077,0.09
10.663499299902469,0.003,-0.156,2.134,0.12
10.777659399900585,0.003,-0.157,2.192,0.1
10.890401700045913,0.003,-0.159,2.25,0.14
10.993839399889112,0.002,-0.16,2.309,0.12
11.096314099850133,0.002,-0.162,2.369,0.16
11.211333999875933,0.002,-0.163,2.429,0.14
11.327133500017226,0.002,-0.165,2.49,0.17
11.443498800043017,0.002,-0.166,2.552,0.13
11.560500599909574,0.002,-0.167,2.614,0.15
11.675878399983048,0.002,-0.169,2.677,0.12
11.790318100014701,0.002,-0.17,2.741,0.13
11.904993299860507,0.002,-0.172,2.805,0.1
12.014033599989489,0.002,-0.173,2.87,0.12
12.116286899894476,0.002,-0.174,2.936,0.1
12.231581999920309,0.002,-0.176,3.002,0.13
12.345719299977645,0.002,-0.177,3.069,0.12
12.459833699977025,0.002,-0.179,3.136,0.14
12.575846699997783,0.001,-0.18,3.204,0.12
12.689382599899545,0.001,-0.181,3.273,0.14
12.803172199986875,0.001,-0.183,3.343,0.12
12.916201199870557,0.001,-0.184,3.413,0.12
13.028195600025356,0.001,-0.185,3.483,0.12
13.14166869991459,0.001,-0.187,3.555,0.12
13.24745379993692,0.001,-0.188,3.627,0.11
13.348165899980813,0.001,-0.189,3.699,0.12
13.451535600004718,0.001,-0.191,3.773,0.13
13.568984000012279,0.001,-0.192,3.847,0.15
13.684516499983147,0.001,-0.193,3.921,0.18
13.799643399892375,0.001,-0.194,3.997,0.18
13.914133499842137,0.001,-0.196,4.073,0.21
14.031873999862,0.001,-0.197,4.149,0.19
14.1459915000014,0.0,-0.198,4.226,0.2
14.260596599895507,0.0,-0.199,4.304,0.17
14.371459299931303,0.0,-0.201,4.383,0.18
14.475980199873447,0.0,-0.202,4.462,0.15
14.595964399864897,0.0,-0.203,4.541,0.16
14.709691199939698,0.0,-0.204,4.622,0.14
14.823437700048089,0.0,-0.205,4.703,0.16
14.937712099868804,0.0,-0.207,4.785,0.14
15.05136949988082,-0.0,-0.208,4.867,0.17
15.172117599984631,-0.0,-0.209,4.95,0.15
15.286175299901515,-0.0,-0.21,5.034,0.19
15.396851999917999,-0.0,-0.211,5.118,0.17
15.49805979989469,-0.0,-0.212,5.203,0.21
15.602797199971974,-0.0,-0.213,5.288,0.16
15.703723599901423,-0.001,-0.215,5.375,0.19
15.80497569986619,-0.001,-0.216,5.461,0.14
15.918960500042886,-0.001,-0.217,5.549,0.17
16.03350709984079,-0.001,-0.218,5.637,0.14
16.149219299899414,-0.001,-0.219,5.726,0.17
16.263982199830934,-0.001,-0.22,5.815,0.13
16.3790052998811,-0.001,-0.221,5.906,0.16
16.492387400008738,-0.001,-0.222,5.996,0.12
16.606142199831083,-0.001,-0.223,6.088,0.16
16.71995499986224,-0.001,-0.224,6.18,0.13
16.826622399967164,-0.001,-0.225,6.272,0.17
16.92980120005086,-0.001,-0.226,6.366,0.15
17.032191999955103,-0.001,-0.227,6.46,0.2
17.149643799988553,-0.001,-0.228,6.554,0.18
17.263398899929598,-0.001,-0.229,6.65,0.22
17.37778769992292,-0.002,-0.23,6.746,0.18
17.49130790005438,-0.002,-0.231,6.842,0.2
17.60527989990078,-0.002,-0.232,6.939,0.17
17.721164799993858,-0.002,-0.233,7.037,0.19
17.836573699954897,-0.002,-0.234,7.136,0.16
17.948993799975142,-0.002,-0.235,7.235,0.18
18.05244109989144,-0.002,-0.236,7.335,0.16
18.153661699965596,-0.002,-0.237,7.435,0.19
18.2546461999882,-0.002,-0.238,7.536,0.18
18.358904300024733,-0.002,-0.239,7.638,0.21
18.46007959987037,-0.002,-0.239,7.741,0.2
18.574463499942794,-0.002,-0.24,7.844,0.22
18.690852100029588,-0.003,-0.241,7.947,0.22
18.805179399903864,-0.003,-0.242,8.052,0.22
18.919017900014296,-0.003,-0.243,8.157,0.21
19.032762999879196,-0.003,-0.244,8.262,0.21
19.146386299980804,-0.003,-0.245,8.369,0.2
19.258840800030157,-0.003,-0.246,8.475,0.2
19.3742819998879,-0.003,-0.246,8.583,0.2
19.4823961998336,-0.003,-0.247,8.691,0.19
19.584573599975556,-0.003,-0.248,8.8,0.19
19.68890709988773,-0.003,-0.249,8.91,0.18
19.79092249996029,-0.004,-0.249,9.02,0.19
19.91148400004022,-0.004,-0.25,9.131,0.17
20.030138399917632,-0.004,-0.251,9.242,0.18
20.143036799971014,-0.004,-0.252,9.354,0.18
20.255269799847156,-0.004,-0.252,9.467,0.21
20.368626300012693,-0.004,-0.253,9.58,0.21
20.481993000023067,-0.004,-0.254,9.694,0.25
20.59884909982793,-0.004,-0.255,9.809,0.25
20.715015099849552,-0.005,-0.255,9.924,0.28
20.81737059983425,-0.005,-0.256,10.04,0.26
20.933146900031716,-0.005,-0.257,10.157,0.27
21.050082499859855,-0.005,-0.258,10.274,0.23
21.16540539986454,-0.005,-0.258,10.392,0.25
21.280949000036344,-0.005,-0.259,10.511,0.22
21.39605879993178,-0.005,-0.26,10.63,0.24
21.510592799866572,-0.005,-0.26,10.75,0.21
21.625481500057504,-0.006,-0.261,10.87,0.24
21.738541999831796,-0.006,-0.262,10.991,0.21
21.83983589988202,-0.006,-0.262,11.113,0.26
21.95562019990757,-0.006,-0.263,11.235,0.24
22.071084399940446,-0.006,-0.264,11.359,0.29
22.185402299975976,-0.006,-0.264,11.482,0.26
22.300082999980077,-0.006,-0.265,11.607,0.3
22.41392039996572,-0.006,-0.265,11.732,0.26
