t_s,n_m,e_m,alt_m,yaw_deg
0.0026187999173998833,-0.001,-0.002,-0.248,0.09
0.10432069981470704,-0.001,-0.002,-0.248,0.09
0.2065685000270605,-0.001,-0.002,-0.248,0.09
0.30954809999093413,-0.001,-0.002,-0.248,0.09
0.4118274999782443,-0.001,-0.002,-0.248,0.09
0.6148447999730706,-0.001,-0.002,-0.248,0.09
0.7153824998531491,-0.001,-0.002,-0.248,0.09
0.8161963999737054,-0.001,-0.002,-0.248,0.09
0.9201338000129908,-0.001,-0.002,-0.248,0.09
1.0227071000263095,-0.001,-0.002,-0.248,0.09
1.2240569998975843,-0.001,-0.002,-0.248,0.09
1.325044399825856,-0.001,-0.002,-0.248,0.09
1.4258989999070764,-0.001,-0.002,-0.248,0.09
1.5265975999645889,-0.001,-0.002,-0.248,0.09
1.6276260998565704,-0.001,-0.002,-0.248,0.09
1.7280976998154074,-0.001,-0.002,-0.248,0.09
1.8287264998070896,-0.001,-0.003,-0.246,0.09
1.929386300034821,-0.0,-0.004,-0.242,0.07
2.042182199889794,-0.0,-0.005,-0.237,0.06
2.156187199987471,0.0,-0.008,-0.232,0.04
2.2688101998064667,0.0,-0.01,-0.225,0.05
2.3811206999234855,0.001,-0.012,-0.218,0.06
2.58212129981257,0.001,-0.016,-0.206,0.1
2.682944899890572,0.001,-0.019,-0.196,0.11
2.783583499956876,0.001,-0.021,-0.187,0.14
2.8959505998063833,0.001,-0.023,-0.176,0.13
3.0093932999297976,0.002,-0.026,-0.165,0.15
3.1240532998926938,0.002,-0.028,-0.152,0.12
3.2288792999461293,0.002,-0.031,-0.139,0.13
3.330925799906254,0.002,-0.034,-0.126,0.11
3.435128299985081,0.002,-0.036,-0.111,0.11
3.5371018999721855,0.003,-0.039,-0.096,0.09
3.6392812998965383,0.003,-0.042,-0.08,0.1
3.740101399831474,0.003,-0.044,-0.063,0.09
3.8417270998470485,0.003,-0.047,-0.046,0.11
3.942706999834627,0.003,-0.05,-0.028,0.1
4.043841899838299,0.003,-0.052,-0.009,0.12
4.145191399846226,0.003,-0.055,0.011,0.11
4.350939899915829,0.004,-0.059,0.042,0.11
4.453219099901617,0.004,-0.062,0.064,0.13
4.55721819982864,0.004,-0.064,0.087,0.11
4.6610046999994665,0.004,-0.067,0.11,0.13
4.761768499854952,0.004,-0.07,0.134,0.11
4.862573599908501,0.004,-0.072,0.159,0.14
4.963209999958053,0.004,-0.075,0.184,0.11
5.063966899877414,0.004,-0.077,0.21,0.13
5.268180799903348,0.004,-0.081,0.251,0.12
5.372115299804136,0.004,-0.084,0.279,0.11
5.4725331999361515,0.004,-0.086,0.308,0.1
5.573286199942231,0.004,-0.089,0.337,0.09
5.676385799888521,0.004,-0.091,0.368,0.1
5.780515799997374,0.005,-0.094,0.398,0.09
5.8811674998141825,0.004,-0.096,0.43,0.1
