t_s,n_m,e_m,alt_m,yaw_deg
0.0005572999361902475,-0.001,-0.002,-0.248,0.12
0.10119080008007586,-0.001,-0.002,-0.248,0.12
0.20171330007724464,-0.001,-0.002,-0.248,0.12
0.30265749990940094,-0.001,-0.002,-0.248,0.12
0.40346619999036193,-0.001,-0.002,-0.248,0.12
0.5063348999246955,-0.001,-0.002,-0.248,0.11
0.6087829999160022,-0.001,-0.002,-0.248,0.12
0.7113427000585943,-0.001,-0.002,-0.248,0.12
0.8144531000871211,-0.001,-0.002,-0.248,0.11
0.916856300085783,-0.001,-0.002,-0.248,0.11
1.0196279999800026,-0.001,-0.002,-0.248,0.11
1.220697799930349,-0.001,-0.002,-0.248,0.11
1.3214930999092758,-0.001,-0.002,-0.248,0.12
1.4239890999160707,-0.001,-0.002,-0.248,0.12
1.5268788000103086,-0.001,-0.002,-0.248,0.12
1.6293955999426544,-0.001,-0.002,-0.248,0.12
1.830785600002855,-0.001,-0.002,-0.248,0.12
1.9316877000965178,-0.001,-0.002,-0.246,0.12
2.032470399979502,-0.001,-0.004,-0.238,0.23
2.1469376001041383,-0.001,-0.007,-0.226,0.22
2.2591542000882328,-0.001,-0.011,-0.214,0.18
2.3703421999234706,-0.001,-0.014,-0.201,0.09
2.4851859998889267,-0.001,-0.018,-0.186,0.02
2.597234300104901,-0.001,-0.022,-0.164,0.0
2.70852979994379,-0.0,-0.025,-0.145,0.02
2.810700299916789,-0.0,-0.029,-0.124,0.07
3.014748099958524,0.0,-0.033,-0.094,0.09
3.1177842000033706,0.0,-0.036,-0.069,0.1
3.2211585000623018,0.001,-0.041,-0.034,0.1
3.322155399946496,0.001,-0.044,-0.005,0.07
3.4283288000151515,0.001,-0.048,0.025,0.05
3.52894870005548,0.001,-0.051,0.058,0.07
3.629775600042194,0.002,-0.055,0.091,0.08
3.7440555000212044,0.002,-0.058,0.127,0.04
3.857184800086543,0.002,-0.061,0.164,0.0
3.970984699903056,0.003,-0.064,0.203,0.03
4.08290860010311,0.003,-0.067,0.244,0.05
4.193532000062987,0.003,-0.071,0.286,0.02
4.30663020000793,0.004,-0.074,0.33,-0.01
4.417595099890605,0.004,-0.078,0.391,-0.02
4.530485600000247,0.005,-0.081,0.438,-0.01
4.643059399910271,0.005,-0.084,0.488,0.03
4.754640199942514,0.005,-0.087,0.539,0.04
4.870070399949327,0.006,-0.091,0.609,0.06
4.983627999899909,0.006,-0.093,0.664,0.04
5.185983499977738,0.007,-0.097,0.739,0.05
5.288637399906293,0.007,-0.1,0.798,0.05
5.389673300087452,0.008,-0.103,0.858,0.07
5.4904205000493675,0.009,-0.106,0.94,0.06
5.602600099984556,0.009,-0.11,1.025,0.05
5.803884899942204,0.01,-0.113,1.113,0.05
5.90458990004845,0.011,-0.117,1.204,0.05
6.005486600100994,0.012,-0.12,1.297,0.08
6.106857900042087,0.012,-0.123,1.393,0.12
6.217856300063431,0.013,-0.126,1.491,0.16
6.331553899915889,0.014,-0.129,1.592,0.18
6.445147200021893,0.015,-0.133,1.696,0.21
6.557507399935275,0.016,-0.136,1.802,0.2
6.668578000040725,0.017,-0.139,1.911,0.18
6.778895899886265,0.017,-0.142,2.022,0.16
6.980728199938312,0.018,-0.145,2.136,0.14
7.081500699976459,0.019,-0.147,2.223,0.16
7.193177799927071,0.02,-0.15,2.342,0.14
7.305170899955556,0.021,-0.153,2.463,0.12
7.4105237000621855,0.022,-0.155,2.586,0.1
7.511470400029793,0.023,-0.157,2.681,0.12
7.613840899895877,0.024,-0.16,2.809,0.12
7.714683199999854,0.025,-0.163,2.94,0.11
7.824654000112787,0.026,-0.165,3.073,0.13
8.02699870010838,0.026,-0.167,3.175,0.14
8.128100299974903,0.027,-0.169,3.278,0.14
8.228963600005955,0.028,-0.172,3.418,0.13
8.431653199950233,0.029,-0.174,3.56,0.12
8.534448300022632,0.03,-0.176,3.669,0.11
8.635349600110203,0.031,-0.179,3.816,0.1
8.739118400029838,0.032,-0.181,3.965,0.1
8.841808799887076,0.034,-0.183,4.117,0.1
8.942870500031859,0.035,-0.186,4.272,0.09
9.146446699975058,0.036,-0.188,4.429,0.08
9.252030099974945,0.037,-0.19,4.589,0.09
9.352779800072312,0.038,-0.193,4.751,0.08
9.454089500010014,0.04,-0.195,4.916,0.08
9.558359100017697,0.041,-0.197,5.084,0.08
9.661549299955368,0.042,-0.199,5.254,0.08
9.763927600113675,0.043,-0.201,5.427,0.11
9.864668200025335,0.044,-0.203,5.602,0.15
9.976590699981898,0.045,-0.206,5.78,0.19
10.088651200057939,0.047,-0.208,5.961,0.22
10.289962700102478,0.048,-0.21,6.144,0.23
10.390838199993595,0.049,-0.212,6.329,0.22
10.491982799954712,0.05,-0.214,6.518,0.22
10.59270210005343,0.051,-0.216,6.708,0.22
10.693581900093704,0.052,-0.217,6.853,0.19
10.794406899949536,0.053,-0.219,7.049,0.19
10.99546750006266,0.054,-0.22,7.247,0.19
11.096203699940816,0.055,-0.222,7.447,0.2
11.197209999896586,0.056,-0.224,7.65,0.2
11.2979504999239,0.057,-0.225,7.856,0.19
11.398644000058994,0.058,-0.227,8.064,0.19
11.499491899972782,0.059,-0.228,8.222,0.2
11.603372799931094,0.06,-0.23,8.382,0.24
11.705061200074852,0.061,-0.231,8.542,0.25
11.90889950003475,0.062,-0.232,8.759,0.26
12.01201430009678,0.062,-0.233,8.923,0.22
12.114165799925104,0.063,-0.235,9.145,0.24
12.216467400081456,0.065,-0.236,9.369,0.27
12.317219099961221,0.066,-0.238,9.595,0.29
12.420251599978656,0.067,-0.239,9.824,0.31
12.522417000029236,0.068,-0.241,10.056,0.32
12.625115900067613,0.069,-0.242,10.29,0.32
