t_s,n_m,e_m,alt_m,yaw_deg
0.00038109999150037766,-0.002,-0.0,-0.248,0.27
0.10102310008369386,-0.002,-0.0,-0.248,0.27
0.20167109998874366,-0.002,-0.0,-0.248,0.27
0.3022026000544429,-0.002,-0.0,-0.248,0.27
0.4035348000470549,-0.002,-0.0,-0.248,0.27
0.5045686000958085,-0.002,-0.0,-0.248,0.27
0.7069220000412315,-0.002,-0.0,-0.248,0.27
0.808519700076431,-0.002,-0.0,-0.248,0.27
0.9115158000495285,-0.002,-0.0,-0.248,0.27
1.013832899974659,-0.002,-0.0,-0.248,0.27
1.117227999959141,-0.002,-0.0,-0.248,0.27
1.3205028001684695,-0.002,-0.0,-0.248,0.27
1.4242269000969827,-0.002,-0.0,-0.248,0.27
1.5263551999814808,-0.002,-0.0,-0.248,0.27
1.6426618001423776,-0.002,-0.0,-0.248,0.28
1.7437303001061082,-0.002,-0.0,-0.248,0.28
1.8614034000784159,-0.002,-0.0,-0.247,0.28
2.0629130001179874,-0.002,-0.002,-0.238,0.24
2.1639467000495642,-0.002,-0.005,-0.223,0.23
2.2653689000289887,-0.001,-0.008,-0.204,0.23
2.3663890999741852,-0.001,-0.012,-0.179,0.24
2.4840729001443833,-0.001,-0.017,-0.15,0.27
2.6006782001350075,-0.001,-0.021,-0.115,0.3
2.8020947000477463,-0.0,-0.025,-0.076,0.29
2.9032868000213057,-0.0,-0.029,-0.032,0.26
3.0044172999914736,0.0,-0.033,0.017,0.24
3.105360000161454,0.0,-0.037,0.071,0.23
3.2244359001051635,0.001,-0.042,0.13,0.23
3.3423586999997497,0.001,-0.047,0.193,0.22
3.4601847000885755,0.001,-0.051,0.262,0.21
3.576977899996564,0.001,-0.056,0.335,0.23
3.693712300155312,0.001,-0.061,0.412,0.24
3.811337900115177,0.001,-0.066,0.495,0.24
3.931065700016916,0.002,-0.071,0.582,0.23
4.132571800146252,0.002,-0.076,0.674,0.23
4.233465200057253,0.002,-0.081,0.77,0.23
4.351120800012723,0.002,-0.085,0.872,0.22
4.468905300134793,0.002,-0.09,0.977,0.22
4.588169299997389,0.002,-0.094,1.087,0.23
4.707287700148299,0.003,-0.099,1.202,0.25
4.824270100099966,0.003,-0.104,1.321,0.25
5.034342200029641,0.003,-0.108,1.444,0.23
5.137771900044754,0.003,-0.112,1.571,0.22
5.244853200158104,0.003,-0.117,1.703,0.22
5.345822500064969,0.003,-0.121,1.839,0.22
5.550406499998644,0.003,-0.125,1.979,0.21
5.65499550011009,0.003,-0.129,2.124,0.2
5.7562373001128435,0.004,-0.133,2.272,0.22
5.8745747001376,0.004,-0.137,2.424,0.24
6.076148600084707,0.004,-0.141,2.58,0.22
6.177827600156888,0.004,-0.145,2.74,0.2
6.278940699994564,0.004,-0.148,2.904,0.2
6.3988908000756055,0.004,-0.152,3.071,0.2
6.518396600149572,0.004,-0.156,3.242,0.2
6.72051060013473,0.004,-0.159,3.417,0.2
6.82218120014295,0.004,-0.162,3.535,0.23
6.9430581999477,0.005,-0.165,3.716,0.24
7.064155200030655,0.005,-0.169,3.899,0.22
7.184243800118566,0.005,-0.172,4.086,0.22
7.308379899943247,0.005,-0.176,4.276,0.23
7.4292622001376,0.005,-0.179,4.469,0.24
7.631675299955532,0.005,-0.182,4.666,0.23
7.733188100159168,0.005,-0.185,4.865,0.24
7.853959100088105,0.005,-0.188,5.067,0.26
7.977129300124943,0.005,-0.192,5.272,0.27
8.099179400131106,0.005,-0.194,5.41,0.24
8.300881000002846,0.006,-0.196,5.55,0.26
8.42620600014925,0.005,-0.198,5.69,0.23
8.533005600096658,0.006,-0.2,5.832,0.24
8.637866199947894,0.006,-0.201,5.975,0.22
8.739615899976343,0.006,-0.203,6.118,0.23
8.84535100008361,0.006,-0.205,6.263,0.21
8.947492399951443,0.006,-0.207,6.409,0.23
9.154341800138354,0.006,-0.21,6.63,0.23
9.258381600026041,0.006,-0.212,6.778,0.23
9.367960100062191,0.006,-0.214,7.002,0.26
9.487401599995792,0.006,-0.217,7.228,0.26
9.609710199991241,0.006,-0.219,7.379,0.24
9.733688300009817,0.006,-0.22,7.532,0.24
9.857041500043124,0.006,-0.222,7.685,0.22
9.981805199990049,0.007,-0.224,7.839,0.23
10.090311500011012,0.007,-0.226,8.072,0.22
10.2008706999477,0.007,-0.228,8.228,0.23
10.305621800012887,0.007,-0.229,8.384,0.23
10.41633370006457,0.007,-0.231,8.541,0.24
10.520067400066182,0.007,-0.233,8.778,0.26
10.728808799991384,0.007,-0.235,9.017,0.24
10.83360240003094,0.007,-0.237,9.176,0.24
10.938990900060162,0.007,-0.239,9.417,0.25
11.146930900169536,0.007,-0.241,9.659,0.22
11.256721700076014,0.007,-0.242,9.822,0.22
11.362642799969763,0.007,-0.243,9.985,0.21
11.478367500007153,0.007,-0.245,10.148,0.21
11.583654100075364,0.007,-0.246,10.313,0.21
11.691323000006378,0.008,-0.247,10.477,0.2
11.810131800128147,0.008,-0.249,10.643,0.21
11.918191900011152,0.008,-0.25,10.809,0.22
12.024906600126997,0.008,-0.251,10.976,0.24
12.130185300018638,0.008,-0.252,11.143,0.24
12.341600500047207,0.008,-0.253,11.312,0.26
12.446935100015253,0.008,-0.254,11.48,0.26
12.552667299984023,0.008,-0.256,11.65,0.27
12.658168000169098,0.008,-0.257,11.82,0.26
12.763914900133386,0.008,-0.258,11.991,0.26
12.872266200138256,0.008,-0.259,12.162,0.24
12.979289000155404,0.008,-0.26,12.334,0.25
13.084688700037077,0.008,-0.261,12.507,0.22
13.207199699943885,0.008,-0.262,12.68,0.23
13.332320400048047,0.008,-0.263,12.854,0.21
13.459863000083715,0.008,-0.264,13.028,0.24
13.582929200027138,0.008,-0.265,13.204,0.22
13.705577500164509,0.008,-0.266,13.38,0.25
13.828731900081038,0.008,-0.267,13.556,0.24
13.951492100022733,0.008,-0.268,13.733,0.27
14.153320700163022,0.008,-0.269,13.911,0.25
14.254628699971363,0.008,-0.27,14.089,0.27
14.376249900087714,0.008,-0.271,14.269,0.24
14.501363200135529,0.008,-0.272,14.448,0.32
14.623180200112984,0.008,-0.272,14.629,1.18
14.74228320014663,0.008,-0.273,14.811,3.62
14.846476000035182,0.008,-0.274,14.995,7.59
14.949166000122204,0.009,-0.275,15.179,12.78
15.053013200173154,0.009,-0.276,15.362,18.5
15.158357500098646,0.01,-0.277,15.545,24.17
15.262827500002459,0.01,-0.279,15.729,29.24
15.372448500012979,0.011,-0.28,15.913,33.22
15.476876199943945,0.011,-0.28,16.099,35.57
15.605538600124419,0.012,-0.281,16.286,36.37
15.7283397000283,0.012,-0.282,16.474,35.87
15.855864100158215,0.012,-0.282,16.661,34.83
15.984609700040892,0.011,-0.282,16.847,33.57
16.098920000018552,0.011,-0.282,17.033,32.78
16.22579660010524,0.011,-0.282,17.31,32.64
16.42815660010092,0.011,-0.282,17.586,33.84
16.532966500148177,0.011,-0.282,17.77,35.13
16.752678100019693,0.012,-0.281,17.952,36.43
16.862419300014153,0.013,-0.279,18.133,37.59
16.987424000166357,0.015,-0.278,18.313,38.32
17.1894599001389,0.017,-0.275,18.493,38.64
17.29083580011502,0.019,-0.272,18.671,38.49
17.394343600142747,0.022,-0.269,18.848,38.15
17.50115260016173,0.025,-0.265,19.024,37.68
17.6066765000578,0.028,-0.26,19.199,37.38
17.71118720015511,0.031,-0.256,19.373,37.24
17.818158800015226,0.035,-0.251,19.546,37.39
17.924581500003114,0.038,-0.246,19.717,37.74
18.036577900173143,0.042,-0.24,19.887,38.26
18.252624500077218,0.047,-0.235,20.056,38.81
18.36590009997599,0.049,-0.232,20.14,39.09
18.48156820004806,0.051,-0.229,20.223,39.31
18.620266000041738,0.054,-0.225,20.306,39.48
18.72189490008168,0.056,-0.222,20.389,39.64
18.823333699954674,0.061,-0.216,20.553,39.79
19.028502700151876,0.067,-0.209,20.716,39.75
19.13646820001304,0.072,-0.201,20.878,39.62
19.240034100133926,0.078,-0.194,21.038,39.49
19.362181399948895,0.084,-0.186,21.197,39.47
19.48633550014347,0.09,-0.178,21.354,39.59
19.608865699963644,0.097,-0.169,21.509,39.82
19.73472910001874,0.104,-0.161,21.663,40.14
19.856135700130835,0.111,-0.152,21.815,40.46
19.97911430010572,0.122,-0.138,22.041,40.88
20.101937799947336,0.129,-0.129,22.189,41.02
20.224711900111288,0.137,-0.119,22.335,41.15
20.3454853000585,0.145,-0.109,22.48,41.14
