t_s,n_m,e_m,alt_m,yaw_deg
0.00038979994133114815,6.866,0.586,128.103,13.4
0.10120159992948174,6.866,0.594,128.455,13.57
0.30467809992842376,6.865,0.602,128.797,13.74
0.4223957001231611,6.865,0.61,129.129,13.89
0.6240262999199331,6.864,0.618,129.452,14.05
0.8254652000032365,6.863,0.626,129.764,14.2
0.9407999000977725,6.863,0.634,130.066,14.35
1.1667035000864416,6.862,0.642,130.359,14.49
1.3678162000142038,6.862,0.65,130.648,14.62
1.485518000088632,6.861,0.658,130.939,14.61
1.7015567999333143,6.861,0.666,131.232,14.65
1.9165251001249999,6.86,0.673,131.526,14.57
2.0214994999114424,6.859,0.681,131.821,14.57
2.2239747000858188,6.859,0.688,132.118,14.46
2.4281550000887364,6.858,0.695,132.415,14.47
2.547731100115925,6.857,0.703,132.714,14.41
2.7494695999193937,6.857,0.71,133.014,14.45
2.951009300071746,6.856,0.717,133.314,14.43
3.154074399964884,6.856,0.724,133.616,14.51
3.2693372000940144,6.855,0.731,133.918,14.51
3.471799199935049,6.854,0.738,134.221,14.58
3.6728908999357373,6.854,0.746,134.524,14.54
3.7905772000085562,6.853,0.752,134.829,14.55
3.9926416999660432,6.852,0.759,135.134,14.49
4.194226700114086,6.852,0.766,135.44,14.5
4.409921899903566,6.851,0.773,135.746,14.45
4.526616600109264,6.85,0.78,136.053,14.48
4.7289412000682205,6.849,0.786,136.36,14.49
4.930778699927032,6.849,0.793,136.669,14.54
5.0460415000561625,6.848,0.799,136.977,14.55
5.262303000083193,6.847,0.806,137.287,14.59
5.464664499973878,6.846,0.812,137.597,14.57
5.582534099929035,6.846,0.819,137.908,14.57
5.798391500022262,6.845,0.825,138.22,14.54
6.016304400051013,6.844,0.831,138.532,14.53
6.128464299952611,6.843,0.837,138.844,14.52
6.336920100031421,6.843,0.843,139.158,14.5
6.543935999972746,6.842,0.85,139.472,14.49
6.645454500103369,6.841,0.856,139.787,14.47
6.8509190999902785,6.84,0.862,140.102,14.47
7.052240499993786,6.839,0.867,140.418,14.45
7.258853200124577,6.839,0.873,140.735,14.46
7.361381500028074,6.838,0.879,141.052,14.6
7.569871100131422,6.837,0.885,141.369,15.77
7.770875799935311,6.836,0.891,141.688,18.07
7.976694100070745,6.835,0.896,142.006,21.34
8.079078499926254,6.835,0.902,142.324,24.77
8.283965500071645,6.834,0.907,142.641,27.65
8.486202700063586,6.834,0.912,142.96,29.32
8.691528100054711,6.833,0.918,143.28,29.67
8.795842699939385,6.832,0.923,143.599,28.91
9.001213199924678,6.831,0.929,143.918,27.62
9.208956399932504,6.83,0.935,144.235,26.16
9.326607699971646,6.829,0.941,144.553,25.24
9.542938499944285,6.829,0.948,144.87,25.16
9.744420300005004,6.829,0.955,145.188,26.35
9.86050059995614,6.83,0.962,145.505,28.44
10.062247599940747,6.831,0.97,145.82,31.17
10.263522200053558,6.832,0.978,146.135,33.87
10.467409099917859,6.833,0.986,146.449,36.01
10.58368739997968,6.835,0.995,146.764,36.93
10.785331800114363,6.837,1.004,147.078,36.69
10.987567400094122,6.838,1.014,147.391,35.44
11.109593000030145,6.84,1.023,147.703,33.93
11.325552900088951,6.842,1.034,148.014,32.57
11.52729699993506,6.845,1.044,148.323,31.96
11.648027699906379,6.848,1.055,148.631,32.01
11.868544300086796,6.852,1.066,148.938,32.89
