t_s,n_m,e_m,alt_m,yaw_deg
0.002284599933773279,-0.001,-0.002,-0.248,0.09
0.20329849980771542,-0.001,-0.002,-0.248,0.09
0.304291500011459,-0.001,-0.002,-0.248,0.09
0.4062170998658985,-0.001,-0.002,-0.248,0.09
0.5086510998662561,-0.001,-0.002,-0.248,0.09
0.7098947998601943,-0.001,-0.002,-0.248,0.09
0.8106066999025643,-0.001,-0.002,-0.248,0.09
0.9128613998182118,-0.001,-0.002,-0.248,0.09
1.015033499803394,-0.001,-0.002,-0.248,0.09
1.2164123998954892,-0.001,-0.002,-0.248,0.09
1.3174164998345077,-0.001,-0.002,-0.248,0.09
1.420038599986583,-0.001,-0.002,-0.248,0.09
1.5231019998900592,-0.001,-0.002,-0.248,0.09
1.7246030999813229,-0.001,-0.002,-0.248,0.09
1.826252699829638,-0.001,-0.002,-0.247,0.09
1.927075400017202,-0.001,-0.003,-0.243,0.14
2.042874699924141,-0.001,-0.005,-0.237,0.18
2.243816499831155,-0.001,-0.006,-0.229,0.16
2.344895799877122,-0.001,-0.008,-0.219,0.12
2.445627599954605,-0.001,-0.01,-0.206,0.06
2.5646837998647243,-0.0,-0.012,-0.192,0.01
2.6838199999183416,-0.0,-0.014,-0.175,-0.02
2.7990641999058425,-0.0,-0.016,-0.156,-0.0
3.0004551999736577,-0.0,-0.017,-0.135,0.04
3.124941799789667,-0.0,-0.019,-0.111,0.07
3.245010099839419,0.0,-0.021,-0.086,0.1
3.3460058998316526,0.0,-0.023,-0.058,0.08
3.4468915998004377,0.0,-0.025,-0.028,0.07
3.562501600012183,0.0,-0.027,0.004,0.03
3.7640031999908388,0.001,-0.029,0.038,0.03
3.8648151999805123,0.001,-0.031,0.075,0.02
3.9657950999680907,0.001,-0.034,0.113,0.06
4.079222399974242,0.001,-0.036,0.154,0.07
4.280244899913669,0.001,-0.038,0.197,0.11
4.381318299798295,0.001,-0.04,0.242,0.09
4.482065699994564,0.001,-0.042,0.289,0.09
4.5959167999681085,0.001,-0.044,0.338,0.03
4.709535799920559,0.002,-0.046,0.389,0.06
4.911008499795571,0.002,-0.048,0.443,0.03
5.0118684999179095,0.002,-0.05,0.498,0.08
5.12492089997977,0.002,-0.052,0.556,0.05
5.238104799995199,0.002,-0.054,0.615,0.08
5.353082399815321,0.002,-0.055,0.677,0.04
5.554508699802682,0.003,-0.057,0.74,0.07
5.668571799993515,0.003,-0.059,0.806,0.03
5.784456899855286,0.003,-0.061,0.874,0.07
5.890648099826649,0.003,-0.063,0.944,0.05
5.99347410001792,0.003,-0.065,1.015,0.11
6.096073399996385,0.003,-0.067,1.089,0.08
6.300938699860126,0.004,-0.068,1.165,0.11
6.402184400008991,0.004,-0.07,1.242,0.06
6.5031106998212636,0.004,-0.072,1.322,0.09
6.603898299857974,0.004,-0.074,1.403,0.05
6.70651389984414,0.004,-0.076,1.487,0.07
6.820758499903604,0.004,-0.077,1.572,0.03
6.935525999870151,0.005,-0.079,1.659,0.07
7.1371452999301255,0.005,-0.081,1.748,0.03
7.237855599960312,0.005,-0.082,1.839,0.08
7.338830699911341,0.005,-0.084,1.932,0.05
7.439526499947533,0.006,-0.086,2.027,0.11
7.552526699844748,0.006,-0.087,2.123,0.09
7.665472399909049,0.006,-0.089,2.222,0.12
7.778625899925828,0.006,-0.091,2.322,0.09
7.893937099957839,0.006,-0.092,2.423,0.1
8.008456900017336,0.007,-0.094,2.527,0.07
8.122220099903643,0.007,-0.096,2.632,0.08
8.235520899994299,0.007,-0.097,2.739,0.06
8.443965899990872,0.008,-0.099,2.848,0.08
8.54757699999027,0.008,-0.1,2.958,0.07
8.648542599985376,0.008,-0.102,3.07,0.09
8.753018899820745,0.008,-0.103,3.183,0.09
8.853943099966273,0.009,-0.105,3.298,0.11
8.956287799868733,0.009,-0.106,3.415,0.12
9.057864299975336,0.009,-0.108,3.533,0.12
9.160506599815562,0.01,-0.109,3.653,0.11
9.274504599859938,0.01,-0.111,3.774,0.1
9.388005199842155,0.01,-0.112,3.896,0.1
9.50418459996581,0.011,-0.114,4.02,0.08
9.617525900015607,0.011,-0.115,4.146,0.08
9.731445199809968,0.011,-0.117,4.273,0.05
9.846161199966446,0.012,-0.118,4.401,0.06
9.960249699885026,0.012,-0.119,4.531,0.04
10.073826299980283,0.012,-0.121,4.662,0.06
10.183049999875948,0.013,-0.122,4.794,0.05
10.297736899927258,0.013,-0.123,4.928,0.09
10.41292169992812,0.014,-0.125,5.063,0.08
10.529435999924317,0.014,-0.126,5.199,0.12
10.64407129981555,0.014,-0.127,5.336,0.09
10.75820709997788,0.015,-0.129,5.475,0.12
10.872695699799806,0.015,-0.13,5.614,0.07
10.987809599842876,0.016,-0.131,5.755,0.09
11.202410199912265,0.016,-0.133,5.897,0.05
11.307132699992508,0.017,-0.134,6.041,0.08
11.409566599875689,0.017,-0.135,6.185,0.04
11.513693499844521,0.017,-0.136,6.33,0.08
11.616114899981767,0.018,-0.138,6.476,0.04
11.717023799894378,0.018,-0.139,6.623,0.08
11.817611999809742,0.019,-0.14,6.771,0.04
11.93252299982123,0.019,-0.141,6.92,0.08
12.046585199888796,0.02,-0.142,7.07,0.05
12.16072649997659,0.02,-0.144,7.221,0.1
12.275898299878463,0.021,-0.145,7.373,0.07
12.377507800003514,0.021,-0.145,7.373,0.07
12.478244399884716,0.021,-0.146,7.525,0.11
12.579589699860662,0.022,-0.147,7.678,0.07
12.680352999828756,0.022,-0.148,7.832,0.1
12.796646100003272,0.023,-0.149,7.987,0.06
12.910918499808758,0.023,-0.15,8.142,0.1
13.026184799848124,0.024,-0.151,8.298,0.07
13.140023099957034,0.024,-0.152,8.455,0.11
13.251915199914947,0.025,-0.153,8.613,0.08
13.357018099864945,0.025,-0.154,8.771,0.11
13.472746699815616,0.026,-0.155,8.929,0.07
13.588616899913177,0.026,-0.156,9.089,0.1
13.79011009982787,0.027,-0.157,9.249,0.07
13.890898099867627,0.027,-0.158,9.409,0.11
13.991787199862301,0.028,-0.159,9.571,0.09
14.092675499850884,0.029,-0.16,9.732,0.14
14.205162599915639,0.029,-0.161,9.895,0.14
14.319690299918875,0.03,-0.162,10.058,0.18
14.432772199856117,0.03,-0.163,10.222,0.16
14.55005560000427,0.031,-0.164,10.387,0.18
14.66473409999162,0.031,-0.165,10.552,0.15
14.778029299806803,0.032,-0.165,10.718,0.15
14.891907799988985,0.033,-0.166,10.884,0.13
15.093094100011513,0.033,-0.167,11.051,0.14
15.193935499992222,0.034,-0.168,11.219,0.13
15.297044799895957,0.034,-0.169,11.387,0.13
15.397792999865487,0.035,-0.17,11.556,0.13
15.499958699801937,0.036,-0.17,11.726,0.13
15.603619599947706,0.036,-0.171,11.896,0.14
15.706379699986428,0.037,-0.172,12.067,0.15
15.909407499944791,0.037,-0.173,12.239,0.17
16.01156169991009,0.038,-0.173,12.411,0.17
16.112687399843708,0.039,-0.174,12.584,0.17
16.216169899795204,0.039,-0.175,12.758,0.15
16.317233599955216,0.04,-0.176,12.932,0.16
