t_s,n_m,e_m,alt_m,yaw_deg
0.0,-0.001,-0.002,-0.248,0.09
0.10900000017136335,-0.001,-0.002,-0.248,0.09
0.2029999999795109,-0.001,-0.002,-0.248,0.09
0.40600000019185245,-0.001,-0.002,-0.248,0.09
0.5160000000614673,-0.001,-0.002,-0.248,0.09
0.6090000001713634,-0.001,-0.002,-0.248,0.09
0.7340000001713634,-0.001,-0.002,-0.248,0.1
0.8440000000409782,-0.001,-0.002,-0.248,0.09
1.047000000020489,-0.001,-0.002,-0.248,0.1
1.1410000000614673,-0.001,-0.002,-0.248,0.1
1.25,-0.001,-0.002,-0.248,0.1
1.3440000000409782,-0.001,-0.002,-0.248,0.1
1.452999999979511,-0.001,-0.002,-0.248,0.1
1.6560000001918525,-0.001,-0.002,-0.248,0.1
1.75,-0.001,-0.002,-0.248,0.1
1.8590000001713634,-0.001,-0.002,-0.248,0.1
1.9840000001713634,-0.001,-0.002,-0.248,0.1
2.1880000000819564,-0.001,-0.002,-0.248,0.1
2.2810000001918525,-0.001,-0.002,-0.248,0.1
2.375,-0.001,-0.002,-0.248,0.1
2.4840000001713634,-0.001,-0.002,-0.248,0.1
2.577999999979511,-0.001,-0.002,-0.248,0.1
2.7810000001918525,-0.001,-0.002,-0.248,0.11
2.8910000000614673,-0.001,-0.002,-0.248,0.1
2.9840000001713634,-0.001,-0.002,-0.244,0.07
3.1090000001713634,-0.001,-0.004,-0.237,0.07
3.3130000000819564,-0.001,-0.005,-0.229,0.06
3.4380000000819564,-0.001,-0.007,-0.218,0.08
3.547000000020489,-0.001,-0.01,-0.205,0.09
3.672000000020489,-0.001,-0.012,-0.189,0.12
3.7810000001918525,-0.001,-0.014,-0.172,0.11
3.9060000001918525,-0.001,-0.017,-0.152,0.13
4.016000000061467,-0.001,-0.019,-0.131,0.09
4.125,-0.001,-0.022,-0.107,0.09
4.25,-0.001,-0.025,-0.08,0.05
4.359000000171363,-0.001,-0.028,-0.052,0.07
4.577999999979511,-0.001,-0.031,-0.022,0.05
4.688000000081956,-0.001,-0.034,0.011,0.09
4.813000000081956,-0.001,-0.037,0.046,0.08
4.922000000020489,-0.001,-0.04,0.083,0.12
5.0310000001918525,-0.001,-0.043,0.122,0.1
5.1560000001918525,-0.001,-0.046,0.164,0.12
5.266000000061467,-0.001,-0.049,0.207,0.08
5.375,-0.001,-0.052,0.253,0.09
5.5,-0.001,-0.055,0.301,0.05
5.609000000171363,-0.001,-0.058,0.351,0.08
5.719000000040978,-0.001,-0.061,0.403,0.06
5.844000000040978,-0.0,-0.064,0.457,0.1
5.952999999979511,-0.0,-0.067,0.513,0.09
6.063000000081956,-0.0,-0.07,0.572,0.12
6.188000000081956,-0.0,-0.072,0.633,0.08
6.391000000061467,-0.0,-0.075,0.695,0.1
6.484000000171363,-0.0,-0.078,0.76,0.07
6.594000000040978,-0.0,-0.081,0.827,0.1
6.702999999979511,-0.0,-0.084,0.896,0.09
6.813000000081956,-0.0,-0.087,0.967,0.13
6.938000000081956,-0.0,-0.089,1.04,0.13
7.047000000020489,-0.0,-0.092,1.115,0.15
7.1560000001918525,-0.0,-0.095,1.193,0.13
7.359000000171363,-0.0,-0.098,1.272,0.14
7.469000000040978,-0.0,-0.1,1.353,0.11
7.577999999979511,0.0,-0.103,1.436,0.12
7.688000000081956,-0.0,-0.105,1.521,0.1
7.797000000020489,0.0,-0.108,1.609,0.11
8.016000000061467,-0.0,-0.111,1.698,0.09
8.125,0.0,-0.113,1.789,0.1
8.25,-0.0,-0.116,1.882,0.12
8.469000000040978,0.0,-0.118,1.977,0.14
8.577999999979511,-0.0,-0.121,2.073,0.14
8.781000000191852,-0.0,-0.123,2.172,0.14
8.891000000061467,-0.0,-0.126,2.272,0.12
9.016000000061467,-0.0,-0.128,2.375,0.11
9.219000000040978,-0.0,-0.13,2.479,0.11
9.344000000040978,-0.0,-0.133,2.585,0.09
9.547000000020489,-0.0,-0.135,2.692,0.1
9.656000000191852,-0.0,-0.138,2.802,0.1
9.781000000191852,-0.0,-0.14,2.913,0.12
9.984000000171363,-0.0,-0.142,3.026,0.12
10.188000000081956,-0.001,-0.145,3.141,0.14
10.391000000061467,-0.0,-0.147,3.257,0.11
10.484000000171363,-0.001,-0.149,3.375,0.12
10.688000000081956,-0.001,-0.151,3.495,0.1
10.906000000191852,-0.001,-0.153,3.617,0.11
11.031000000191852,-0.001,-0.156,3.74,0.09
11.141000000061467,-0.001,-0.158,3.864,0.11
11.359000000171363,-0.001,-0.16,3.99,0.1
11.469000000040978,-0.001,-0.162,4.118,0.15
11.594000000040978,-0.001,-0.164,4.247,0.14
11.702999999979511,-0.001,-0.166,4.377,0.17
11.827999999979511,-0.001,-0.168,4.509,0.14
